rule_name,description,benchmark,gpt_answer,gpt_configuration,valid_config,module_tp,module_fp,module_fn,option_name_tp,option_name_fp,option_name_fn,option_value_tp,option_value_fp,option_value_fn
4.5.1 Where to break,"The prime directive of line-wrapping is: prefer to break at a higher syntactic level .
Preferred:
currentEstimate =
    calc(currentEstimate + x * currentEstimate) /
        2.0;

Discouraged:
currentEstimate = calc(currentEstimate + x *
    currentEstimate) / 2.0;

In the preceding example, the syntactic levels from highest to lowest are as follows: assignment, division, function call, parameters, number constant.
Operators are wrapped as follows:
When a line is broken at an operator the break comes after the symbol. (Note that this is not the same practice used in Google style for Java.) 
This does not apply to the dot ( `.` ), which is not actually an operator. 
A method or constructor name stays attached to the open parenthesis ( `(` ) that follows it. 
A comma ( `,` ) stays attached to the token that precedes it.
Note: The primary goal for line wrapping is to have clear code, not necessarily code that fits in the smallest number of lines.","operator-linebreak: ['error', 'after']
space-before-function-paren: ['error', 'never']
comma-style: ['error', 'last']
comma-spacing: ['error', {'before': False}]",Yes,"operator-linebreak: ['before']
dot-location: ['property']
func-call-spacing: ['never']
comma-spacing: ['after', {'after': True}]",true,"operator-linebreak
comma-spacing","dot-location
func-call-spacing","space-before-function-paren
comma-style",,"operator-linebreak
dot-location
func-call-spacing
comma-spacing","operator-linebreak
space-before-function-paren
comma-style
comma-spacing",,"operator-linebreak
dot-location
func-call-spacing
comma-spacing","operator-linebreak
space-before-function-paren
comma-style
comma-spacing"
4.5.2 Indent continuation lines at least +4 spaces,"When line-wrapping, each line after the first (each continuation line ) is indented at least +4 from the original line, unless it falls under the rules of block indentation.
When there are multiple continuation lines, indentation may be varied beyond +4 as appropriate. In general, continuation lines at a deeper syntactic level are indented by larger multiples of 4, and two lines use the same indentation level if and only if they begin with syntactically parallel elements.
?? addresses the discouraged practice of using a variable number of spaces to align certain tokens with previous lines.","indent: ['error', 2, {'VariableDeclarator': 2, 'MemberExpression': 2, 'FunctionDeclaration': {'body': 1, 'parameters': 2}, 'FunctionExpression': {'body': 1, 'parameters': 2}, 'CallExpression': {'arguments': 2}}]",Yes,"indent: [4, {'ignoredNodes': ['BlockStatement']}]",true,indent,,,,indent,indent,,indent,indent
4.6.1 Vertical whitespace,"A single blank line appears:
Between consecutive methods in a class or object literal 
Exception: A blank line between two consecutive properties definitions in an object literal (with no other code between them) is optional. Such blank lines are used as needed to create logical groupings of fields. 
Within method bodies, sparingly to create logical groupings of statements. Blank lines at the start or end of a function body are not allowed. 
Optionally before the first or after the last method in a class or object literal (neither encouraged nor discouraged). 
As required by other sections of this document (e.g. ?? ).
Multiple consecutive blank lines are permitted, but never required (nor encouraged).","padding-line-between-statements: ['error', {'blankLine': 'always', 'prev': 'function', 'next': 'function'}]
lines-between-class-members: ['error', {'enforce': [{'blankLine': 'always', 'prev': 'method', 'next': 'method'}]}]
padded-blocks: ['error', 'never']",Yes,"lines-between-class-members: ['always', {'prev': 'firstMethod', 'next': 'lastMethod'}]
padded-blocks: never
padding-line-between-statements: [{'blankLine': 'always', 'prev': 'property', 'next': 'property'}, {'blankLine': 'always', 'prev': 'statement', 'next': 'statement'}]
no-multiple-empty-lines: {'max': 10}",true,"lines-between-class-members
padded-blocks
padding-line-between-statements",no-multiple-empty-lines,,,"lines-between-class-members
padded-blocks
padding-line-between-statements
no-multiple-empty-lines","padding-line-between-statements
lines-between-class-members
padded-blocks",,"lines-between-class-members
padded-blocks
padding-line-between-statements
no-multiple-empty-lines","padding-line-between-statements
lines-between-class-members
padded-blocks"
4.6.2 Horizontal whitespace,"Use of horizontal whitespace depends on location, and falls into three broad categories: leading (at the start of a line), trailing (at the end of a line), and internal . Leading whitespace (i.e., indentation) is addressed elsewhere. Trailing whitespace is forbidden.
Beyond where required by the language or other style rules, and apart from literals, comments, and JSDoc, a single internal ASCII space also appears in the following places only .
Separating any reserved word (such as `if` , `for` , or `catch` ) except for `function` and `super` , from an open parenthesis ( `(` ) that follows it on that line. 
Separating any reserved word (such as `else` or `catch` ) from a closing curly brace ( `}` ) that precedes it on that line. 
Before any open curly brace ( `{` ), with two exceptions: 
Before an object literal that is the first argument of a function or the first element in an array literal (e.g. `foo({a:[{c:d}]})` ). 
In a template expansion, as it is forbidden by the language (e.g. valid: ``ab${1+2}cd`` , invalid: ``xy${3}z`` ). 
On both sides of any binary or ternary operator. 
After a comma ( `,` ) or semicolon ( `;` ). Note that spaces are never allowed before these characters. 
After the colon ( `:` ) in an object literal. 
On both sides of the double slash ( `//` ) that begins an end-of-line comment. Here, multiple spaces are allowed, but not required. 
After an open-block comment character and on both sides of close characters (e.g. for short-form type declarations, casts, and parameter name comments: `this.foo=/**@type{number}*/(bar)` ; or `function(/**string*/foo){` ; or `baz(/*buzz=*/true)` ).","keyword-spacing: ['error', {'before': True, 'after': True}]
space-before-function-paren: ['error', 'never']
space-in-parens: ['error', 'never']
space-before-blocks: ['error', 'always']
array-bracket-spacing: ['error', 'never']
space-infix-ops: error
comma-spacing: ['error', {'before': False, 'after': True}]
key-spacing: ['error', {'afterColon': True}]",Yes,"no-trailing-spaces: [{'skipBlankLines': False, 'ignoreComments': False}]
keyword-spacing: [{'before': True, 'after': True, 'overrides': {'function': {'before': False}, 'super': {'before': False}}}, {'before': True, 'after': True, 'overrides': {'reservedWord': {'before': True, 'after': False}}}]
object-curly-spacing: ['always', {'arraysInObjects': False, 'objectsInObjects': False}]
space-infix-ops: [{'int32Hint': False}]
comma-spacing: [{'before': False, 'after': True}]
semi-spacing: [{'before': False, 'after': True}]
key-spacing: [{'beforeColon': False, 'afterColon': True}]
spaced-comment: [{'spacing': 'always'}, {'spacing': 'always', 'balanced': True}]",true,"keyword-spacing
space-infix-ops
comma-spacing
key-spacing","no-trailing-spaces
object-curly-spacing
semi-spacing
spaced-comment","space-before-function-paren
space-in-parens
space-before-blocks
array-bracket-spacing",comma-spacing,"no-trailing-spaces
keyword-spacing
object-curly-spacing
space-infix-ops
semi-spacing
key-spacing
spaced-comment","keyword-spacing
space-before-function-paren
space-in-parens
space-before-blocks
array-bracket-spacing
space-infix-ops
key-spacing",comma-spacing,"no-trailing-spaces
keyword-spacing
object-curly-spacing
space-infix-ops
semi-spacing
key-spacing
spaced-comment","keyword-spacing
space-before-function-paren
space-in-parens
space-before-blocks
array-bracket-spacing
space-infix-ops
key-spacing"
4.6.3 Horizontal alignment: discouraged,"Terminology Note : Horizontal alignment is the practice of adding a variable number of additional spaces in your code with the goal of making certain tokens appear directly below certain other tokens on previous lines.
This practice is permitted, but it is generally discouraged by Google Style. It is not even required to maintain horizontal alignment in places where it was already used.
Here is an example without alignment, followed by one with alignment. Both are allowed, but the latter is discouraged:
{
  tiny: 42, // this is great
  longer: 435, // this too
};

{
  tiny:   42,  // permitted, but future edits
  longer: 435, // may leave it unaligned
};

Tip: Alignment can aid readability, but it creates problems for future maintenance. Consider a future change that needs to touch just one line. This change may leave the formerly-pleasing formatting mangled, and that is allowed. More often it prompts the coder (perhaps you) to adjust whitespace on nearby lines as well, possibly triggering a cascading series of reformattings. That one-line change now has a blast radius. This can at worst result in pointless busywork, but at best it still corrupts version history information, slows down reviewers and exacerbates merge conflicts.",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
4.6.4 Function arguments,"Prefer to put all function arguments on the same line as the function name. If doing so would exceed the 80-column limit, the arguments must be line-wrapped in a readable way. To save space, you may wrap as close to 80 as possible, or put each argument on its own line to enhance readability. Indentation should be four spaces. Aligning to the parenthesis is allowed, but discouraged. Below are the most common patterns for argument wrapping:
// Arguments start on a new line, indented four spaces. Preferred when the
// arguments don't fit on the same line with the function name (or the keyword
// ""function"") but fit entirely on the second line. Works with very long
// function names, survives renaming without reindenting, low on space.
doSomething(
    descriptiveArgumentOne, descriptiveArgumentTwo, descriptiveArgumentThree) {
  // ¡­
}

// If the argument list is longer, wrap at 80. Uses less vertical space,
// but violates the rectangle rule and is thus not recommended.
doSomething(veryDescriptiveArgumentNumberOne, veryDescriptiveArgumentTwo,
    tableModelEventHandlerProxy, artichokeDescriptorAdapterIterator) {
  // ¡­
}

// Four-space, one argument per line.  Works with long function names,
// survives renaming, and emphasizes each argument.
doSomething(
    veryDescriptiveArgumentNumberOne,
    veryDescriptiveArgumentTwo,
    tableModelEventHandlerProxy,
    artichokeDescriptorAdapterIterator) {
  // ¡­
}","max-len: ['error', {'code': 80}]
indent: ['error', 2, {'FunctionDeclaration': {'parameters': 2}}]",No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",false,,,"max-len
indent",,,"max-len
indent",,,"max-len
indent"
4.7 Grouping parentheses: recommended,"Optional grouping parentheses are omitted only when the author and reviewer agree that there is no reasonable chance that the code will be misinterpreted without them, nor would they have made the code easier to read. It is not reasonable to assume that every reader has the entire operator precedence table memorized.
Do not use unnecessary parentheses around the entire expression following `delete` , `typeof` , `void` , `return` , `throw` , `case` , `in` , `of` , or `yield` .
Parentheses are required for type casts: `/**@type{!Foo}*/(foo)` .","no-extra-parens: ['error', 'all', {'allowParensAfterCommentPattern': '@type'}]",Yes,"no-extra-parens: ['all', False, False, False, False, 'none', False, False, False, False, 'None']",true,no-extra-parens,,,,no-extra-parens,no-extra-parens,,no-extra-parens,no-extra-parens
4.8 Comments,This section addresses implementation comments . JSDoc is addressed separately in ?? .,,Yes,"array-bracket-newline: ['error', 'always']
array-bracket-spacing: ['error', 'always']
array-element-newline: ['error', 'always']
arrow-parens: ['error', 'always']
arrow-spacing: ['error', {'before': True, 'after': True}]
block-spacing: ['error', 'always']
brace-style: ['error', '1tbs']
callback-return: ['error', ['callback', 'cb', 'next']]
comma-dangle: ['error', 'always-multiline']
comma-spacing: ['error', {'before': False, 'after': True}]
comma-style: ['error', 'last']
computed-property-spacing: ['error', 'never']
dot-location: ['error', 'property']
eol-last: ['error', 'always']
func-call-spacing: ['error', 'never']
function-call-argument-newline: ['error', 'always']
function-paren-newline: ['error', 'consistent']
generator-star-spacing: ['error', {'before': True, 'after': True}]
global-require: ['error']
handle-callback-err: ['error', '^(err|error)$']
id-blacklist: ['error', ['data', 'err', 'e', 'cb', 'callback']]
implicit-arrow-linebreak: ['error', 'beside']
indent: ['error', 2]
jsx-quotes: ['error', 'prefer-double']
key-spacing: ['error', {'beforeColon': False, 'afterColon': True}]
keyword-spacing: ['error', {'before': True, 'after': True}]
linebreak-style: ['error', 'unix']
lines-around-comment: ['error', {'beforeBlockComment': True, 'afterBlockComment': False, 'beforeLineComment': True, 'afterLineComment': False}]",true,,"array-bracket-newline
array-bracket-spacing
array-element-newline
arrow-parens
arrow-spacing
block-spacing
brace-style
callback-return
comma-dangle
comma-spacing
comma-style
computed-property-spacing
dot-location
eol-last
func-call-spacing
function-call-argument-newline
function-paren-newline
generator-star-spacing
global-require
handle-callback-err
id-blacklist
implicit-arrow-linebreak
indent
jsx-quotes
key-spacing
keyword-spacing
linebreak-style
lines-around-comment",,,"array-bracket-newline
array-bracket-spacing
array-element-newline
arrow-parens
arrow-spacing
block-spacing
brace-style
callback-return
comma-dangle
comma-spacing
comma-style
computed-property-spacing
dot-location
eol-last
func-call-spacing
function-call-argument-newline
function-paren-newline
generator-star-spacing
global-require
handle-callback-err
id-blacklist
implicit-arrow-linebreak
indent
jsx-quotes
key-spacing
keyword-spacing
linebreak-style
lines-around-comment",,,"array-bracket-newline
array-bracket-spacing
array-element-newline
arrow-parens
arrow-spacing
block-spacing
brace-style
callback-return
comma-dangle
comma-spacing
comma-style
computed-property-spacing
dot-location
eol-last
func-call-spacing
function-call-argument-newline
function-paren-newline
generator-star-spacing
global-require
handle-callback-err
id-blacklist
implicit-arrow-linebreak
indent
jsx-quotes
key-spacing
keyword-spacing
linebreak-style
lines-around-comment",
4.8.1 Block comment style,"Block comments are indented at the same level as the surrounding code. They may be in `/*¡­*/` or `//` -style. For multi-line `/*¡­*/` comments, subsequent lines must start with * aligned with the `*` on the previous line, to make comments obvious with no extra context.
/*
 * This is
 * okay.
 */

// And so
// is this.

/* This is fine, too. */

Comments are not enclosed in boxes drawn with asterisks or other characters.
Do not use JSDoc ( `/**¡­*/` ) for implementation comments.","indent: ['error', 2, {'ignoreComments': True}]
multiline-comment-style: ['error', 'starred-block']",No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",false,,,"indent
multiline-comment-style",,,"indent
multiline-comment-style",,,"indent
multiline-comment-style"
4.8.2 Parameter Name Comments,"¡°Parameter name¡± comments should be used whenever the value and method name do not sufficiently convey the meaning, and refactoring the method to be clearer is infeasible . Their preferred format is before the value with = :
someFunction(obviousParam, /* shouldRender= */ true, /* name= */ 'hello');

For consistency with surrounding code you may put them after the value without = :
someFunction(obviousParam, true /* shouldRender */, 'hello' /* name */);
",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
5 Language features,"JavaScript includes many dubious (and even dangerous) features. This section delineates which features may or may not be used, and any additional constraints on their use.",,Yes,"no-with: error
no-eval: ['error', {'allowIndirect': True}]",true,,"no-with
no-eval",,,"no-with
no-eval",,,"no-with
no-eval",
5.1 Local variable declarations,,,Yes,one-var: ['never'],true,,one-var,,,one-var,,,one-var,
5.1.1 Use const and let,"Declare all local variables with either `const` or `let` . Use const by default, unless a variable needs to be reassigned. The `var` keyword must not be used.",no-var: error,Yes,"prefer-const: ['destructuring', 'any', {'ignoreReadBeforeAssign': False}]
no-var: []",true,no-var,prefer-const,,no-var,prefer-const,,no-var,prefer-const,
5.1.2 One variable per declaration,"Every local variable declaration declares only one variable: declarations such as `leta=1,b=2;` are not used.","one-var: ['error', 'always']",Yes,one-var: ['never'],true,one-var,,,,one-var,one-var,,one-var,one-var
"5.1.3 Declared when needed, initialized as soon as possible","Local variables are not habitually declared at the start of their containing block or block-like construct. Instead, local variables are declared close to the point they are first used (within reason), to minimize their scope.",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
5.1.4 Declare types as needed,"JSDoc type annotations may be added either on the line above the declaration, or else inline before the variable name if no other JSDoc is present.
Example:
const /** !Array<number> */ data = [];

/**
 * Some description.
 * @type {!Array<number>}
 */
const data = [];

Mixing inline and JSDoc styles is not allowed: the compiler will only process the first JsDoc and the inline annotations will be lost.
/** Some description. */
const /** !Array<number> */ data = [];

Tip: There are many cases where the compiler can infer a templatized type but not its parameters. This is particularly the case when the initializing literal or constructor call does not include any values of the template parameter type (e.g., empty arrays, objects, `Map` s, or `Set` s), or if the variable is modified in a closure. Local variable type annotations are particularly helpful in these cases since otherwise the compiler will infer the template parameter as unknown.",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
5.2.1 Use trailing commas,"Include a trailing comma whenever there is a line break between the final element and the closing bracket.
Example:
const values = [
  'first value',
  'second value',
];
","comma-dangle: ['error', 'always']",Yes,"comma-dangle: ['arrays', 'always-multiline']",true,comma-dangle,,,,comma-dangle,comma-dangle,,comma-dangle,comma-dangle
5.2.2 Do not use the variadic Array constructor,"The constructor is error-prone if arguments are added or removed. Use a literal instead.
Disallowed:
const a1 = new Array(x1, x2, x3);
const a2 = new Array(x1, x2);
const a3 = new Array(x1);
const a4 = new Array();

This works as expected except for the third case: if `x1` is a whole number then `a3` is an array of size `x1` where all elements are `undefined` . If `x1` is any other number, then an exception will be thrown, and if it is anything else then it will be a single-element array.
Instead, write
const a1 = [x1, x2, x3];
const a2 = [x1, x2];
const a3 = [x1];
const a4 = [];

Explicitly allocating an array of a given length using `newArray(length)` is allowed when appropriate.",no-array-constructor: error,Yes,no-array-constructor: error,true,no-array-constructor,,,no-array-constructor,,,no-array-constructor,,
5.2.3 Non-numeric properties,Do not define or use non-numeric properties on an array (other than `length` ). Use a `Map` (or `Object` ) instead.,,Yes,"no-restricted-properties: [{'object': 'Array', 'property': 'length'}]",true,,no-restricted-properties,,,no-restricted-properties,,,no-restricted-properties,
5.2.4 Destructuring,"Array literals may be used on the left-hand side of an assignment to perform destructuring (such as when unpacking multiple values from a single array or iterable). A final rest element may be included (with no space between the `...` and the variable name). Elements should be omitted if they are unused.
const [a, b, c, ...rest] = generateResults();
let [, b,, d] = someArray;

Destructuring may also be used for function parameters (note that a parameter name is required but ignored). Always specify `[]` as the default value if a destructured array parameter is optional, and provide default values on the left hand side:
/** @param {!Array<number>=} param1 */
function optionalDestructuring([a = 4, b = 2] = []) { ¡­ };

Disallowed:
function badDestructuring([a, b] = [4, 2]) { ¡­ };

Tip: For (un)packing multiple values into a function¡¯s parameter or return, prefer object destructuring to array destructuring when possible, as it allows naming the individual elements and specifying a different type for each.",,Yes,"rest-spread-spacing: ['never']
no-unused-vars: ['error', {'vars': 'all'}]
prefer-destructuring: ['error', {'array': True}]",true,,"rest-spread-spacing
no-unused-vars
prefer-destructuring",,,"rest-spread-spacing
no-unused-vars
prefer-destructuring",,,"rest-spread-spacing
no-unused-vars
prefer-destructuring",
5.2.5 Spread operator,"Array literals may include the spread operator ( `...` ) to flatten elements out of one or more other iterables. The spread operator should be used instead of more awkward constructs with `Array.prototype` . There is no space after the `...` .
Example:
[...foo]   // preferred over Array.prototype.slice.call(foo)
[...foo, ...bar]   // preferred over foo.concat(bar)
","rest-spread-spacing: ['error', 'never']",Yes,rest-spread-spacing: never,true,rest-spread-spacing,,,,rest-spread-spacing,rest-spread-spacing,,rest-spread-spacing,rest-spread-spacing
5.3.1 Use trailing commas,Include a trailing comma whenever there is a line break between the final property and the closing brace.,"comma-dangle: ['error', 'always']",Yes,"comma-dangle: ['always-multiline', True]",true,comma-dangle,,,,comma-dangle,comma-dangle,,comma-dangle,comma-dangle
5.3.2 Do not use the Object constructor,"While `Object` does not have the same problems as `Array` , it is still disallowed for consistency. Use an object literal ( `{}` or `{a:0,b:1,c:2}` ) instead.",no-object-constructor: error,Yes,"no-new-object: error
no-object-constructor: error
key-spacing: ['error', {'beforeColon': False, 'afterColon': True, 'mode': 'strict'}]
object-curly-spacing: ['error', 'always']
object-property-newline: ['error', {'allowAllPropertiesOnSameLine': False}]",true,no-object-constructor,"no-new-object
key-spacing
object-curly-spacing
object-property-newline",,no-object-constructor,"no-new-object
key-spacing
object-curly-spacing
object-property-newline",,no-object-constructor,"no-new-object
key-spacing
object-curly-spacing
object-property-newline",
5.3.3 Do not mix quoted and unquoted keys,"Object literals may represent either structs (with unquoted keys and/or symbols) or dicts (with quoted and/or computed keys). Do not mix these key types in a single object literal.
Disallowed:
{
  width: 42, // struct-style unquoted key
  'maxWidth': 43, // dict-style quoted key
}

This also extends to passing the property name to functions, like `hasOwnProperty` . In particular, doing so will break in compiled code because the compiler cannot rename/obfuscate the string literal.
Disallowed:
/** @type {{width: number, maxWidth: (number|undefined)}} */
const o = {width: 42};
if (o.hasOwnProperty('maxWidth')) {
  ...
}

This is best implemented as:
/** @type {{width: number, maxWidth: (number|undefined)}} */
const o = {width: 42};
if (o.maxWidth != null) {
  ...
}","quote-props: ['error', 'consistent']",Yes,quote-props: ['consistent'],true,quote-props,,,quote-props,,,quote-props,,
5.3.4 Computed property names,"Computed property names (e.g., `{['key'+foo()]:42}` ) are allowed, and are considered dict-style (quoted) keys (i.e., must not be mixed with non-quoted keys) unless the computed property is a symbol (e.g., `[Symbol.iterator]` ). Enum values may also be used for computed keys, but should not be mixed with non-enum keys in the same literal.",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
5.3.5 Method shorthand,"Methods can be defined on object literals using the method shorthand ( `{method(){¡­}}` ) in place of a colon immediately followed by a `function` or arrow function literal.
Example:
return {
  stuff: 'candy',
  method() {
    return this.stuff;  // Returns 'candy'
  },
};

Note that `this` in a method shorthand or `function` refers to the object literal itself whereas `this` in an arrow function refers to the scope outside the object literal.
Example:
class {
  getObjectLiteral() {
    this.stuff = 'fruit';
    return {
      stuff: 'candy',
      method: () => this.stuff,  // Returns 'fruit'
    };
  }
}
",,Yes,"object-shorthand: ['when', 'methods']",true,,object-shorthand,,,object-shorthand,,,object-shorthand,
5.3.6 Shorthand properties,"Shorthand properties are allowed on object literals.
Example:
const foo = 1;
const bar = 2;
const obj = {
  foo,
  bar,
  method() { return this.foo + this.bar; },
};
assertEquals(3, obj.method());",,Yes,object-shorthand: ['always'],true,,object-shorthand,,,object-shorthand,,,object-shorthand,
5.3.7 Destructuring,"Object destructuring patterns may be used on the left-hand side of an assignment to perform destructuring and unpack multiple values from a single object.
Destructured objects may also be used as function parameters, but should be kept as simple as possible: a single level of unquoted shorthand properties. Deeper levels of nesting and computed properties may not be used in parameter destructuring. Specify any default values in the left-hand-side of the destructured parameter ( `{str='somedefault'}={}` , rather than `{str}={str:'somedefault'}` ), and if a destructured object is itself optional, it must default to `{}` . The JSDoc for the destructured parameter may be given any name (the name is unused but is required by the compiler).
Example:
/**
 * @param {string} ordinary
 * @param {{num: (number|undefined), str: (string|undefined)}=} param1
 *     num: The number of times to do something.
 *     str: A string to do stuff to.
 */
function destructured(ordinary, {num, str = 'some default'} = {})

Disallowed:
/** @param {{x: {num: (number|undefined), str: (string|undefined)}}} param1 */
function nestedTooDeeply({x: {num, str}}) {};
/** @param {{num: (number|undefined), str: (string|undefined)}=} param1 */
function nonShorthandProperty({num: a, str: b} = {}) {};
/** @param {{a: number, b: number}} param1 */
function computedKey({a, b, [a + b]: c}) {};
/** @param {{a: number, b: string}=} param1 */
function nontrivialDefault({a, b} = {a: 2, b: 4}) {};

Destructuring may also be used for `goog.require` statements, and in this case must not be wrapped: the entire statement occupies one line, regardless of how long it is (see ?? ).",,Yes,"default-param-last: error
require-jsdoc: ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': True, 'ArrowFunctionExpression': True, 'FunctionExpression': True}}]",true,,"default-param-last
require-jsdoc",,,"default-param-last
require-jsdoc",,,"default-param-last
require-jsdoc",
5.3.8 Enums,"Enumerations are defined by adding the `@enum` annotation to an object literal. Additional properties may not be added to an enum after it is defined. Enums must be constant, and all enum values must be deeply immutable.
/**
 * Supported temperature scales.
 * @enum {string}
 */
const TemperatureScale = {
  CELSIUS: 'celsius',
  FAHRENHEIT: 'fahrenheit',
};

/**
 * An enum with two options.
 * @enum {number}
 */
const Option = {
  /** The option used shall have been the first. */
  FIRST_OPTION: 1,
  /** The second among two options. */
  SECOND_OPTION: 2,
};",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
5.4.1 Constructors,Constructors are optional. Subclass constructors must call `super()` before setting any fields or otherwise accessing `this` . Interfaces should declare non-method properties in the constructor.,"constructor-super: error
no-this-before-super: error",Yes,no-this-before-super: error,true,no-this-before-super,,constructor-super,no-this-before-super,,constructor-super,no-this-before-super,,constructor-super
5.4.2 Fields,"Set all of a concrete object¡¯s fields (i.e. all properties other than methods) in the constructor. Annotate fields that are never reassigned with `@const` (these need not be deeply immutable). Annotate non-public fields with the proper visibility annotation ( `@private` , `@protected` , `@package` ), and end all `@private` fields' names with an underscore. Fields are never set on a concrete class' `prototype` .
Example:
class Foo {
  constructor() {
    /** @private @const {!Bar} */
    this.bar_ = computeBar();

    /** @protected @const {!Baz} */
    this.baz = computeBaz();
  }
}

Tip: Properties should never be added to or removed from an instance after the constructor is finished, since it significantly hinders VMs¡¯ ability to optimize. If necessary, fields that are initialized later should be explicitly set to `undefined` in the constructor to prevent later shape changes. Adding `@struct` to an object will check that undeclared properties are not added/accessed. Classes have this added by default.",,Yes,"prefer-const: error
no-underscore-dangle: ['error', {'allow': ['privateField']}]",true,,"prefer-const
no-underscore-dangle",,,"prefer-const
no-underscore-dangle",,,"prefer-const
no-underscore-dangle",
5.4.3 Computed properties,"Computed properties may only be used in classes when the property is a symbol. Dict-style properties (that is, quoted or computed non-symbol keys, as defined in ?? ) are not allowed. A `[Symbol.iterator]` method should be defined for any classes that are logically iterable. Beyond this, `Symbol` should be used sparingly.
Tip: be careful of using any other built-in symbols (e.g., `Symbol.isConcatSpreadable` ) as they are not polyfilled by the compiler and will therefore not work in older browsers.",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
5.4.4 Static methods,"Where it does not interfere with readability, prefer module-local functions over private static methods.
Static methods should only be called on the base class itself. Static methods should not be called on variables containing a dynamic instance that may be either the constructor or a subclass constructor (and must be defined with `@nocollapse` if this is done), and must not be called directly on a subclass that doesn¡¯t define the method itself.
Disallowed:
class Base { /** @nocollapse */ static foo() {} }
class Sub extends Base {}
function callFoo(cls) { cls.foo(); }  // discouraged: don't call static methods dynamically
Sub.foo();  // Disallowed: don't call static methods on subclasses that don't define it themselves
",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
5.4.5 Old-style class declarations,"While ES6 classes are preferred, there are cases where ES6 classes may not be feasible. For example:
If there exist or will exist subclasses, including frameworks that create subclasses, that cannot be immediately changed to use ES6 class syntax. If such a class were to use ES6 syntax, all downstream subclasses not using ES6 class syntax would need to be modified. 
Frameworks that require a known `this` value before calling the superclass constructor, since constructors with ES6 super classes do not have access to the instance `this` value until the call to `super` returns.
In all other ways the style guide still applies to this code: `let` , `const` , default parameters, rest, and arrow functions should all be used when appropriate.
`goog.defineClass` allows for a class-like definition similar to ES6 class syntax:
let C = goog.defineClass(S, {
  /**
   * @param {string} value
   */
  constructor(value) {
    S.call(this, 2);
    /** @const */
    this.prop = value;
  },

  /**
   * @param {string} param
   * @return {number}
   */
  method(param) {
    return 0;
  },
});

Alternatively, while `goog.defineClass` should be preferred for all new code, more traditional syntax is also allowed.
/**
  * @constructor @extends {S}
  * @param {string} value
  */
function C(value) {
  S.call(this, 2);
  /** @const */
  this.prop = value;
}
goog.inherits(C, S);

/**
 * @param {string} param
 * @return {number}
 */
C.prototype.method = function(param) {
  return 0;
};

Per-instance properties should be defined in the constructor after the call to the super class constructor, if there is a super class. Methods should be defined on the prototype of the constructor.
Defining constructor prototype hierarchies correctly is harder than it first appears! For that reason, it is best to use `goog.inherits` from the Closure Library .",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
5.4.6 Do not manipulate prototype s directly,"The `class` keyword allows clearer and more readable class definitions than defining `prototype` properties. Ordinary implementation code has no business manipulating these objects, though they are still useful for defining classes as defined in ?? . Mixins and modifying the prototypes of builtin objects are explicitly forbidden.
Exception : Framework code (such as Polymer, or Angular) may need to use `prototype` s, and should not resort to even-worse workarounds to avoid doing so.",,Yes,"no-extend-native: ['exceptions', ['FrameworkCode']]",true,,no-extend-native,,,no-extend-native,,,no-extend-native,
5.4.7 Getters and Setters,"Do not use JavaScript getter and setter properties . They are potentially surprising and difficult to reason about, and have limited support in the compiler. Provide ordinary methods instead.
Exception : there are situations where defining a getter or setter is unavoidable (e.g. data binding frameworks such as Angular and Polymer, or for compatibility with external APIs that cannot be adjusted). In these cases only, getters and setters may be used with caution , provided they are defined with the `get` and `set` shorthand method keywords or `Object.defineProperties` (not `Object.defineProperty` , which interferes with property renaming). Getters must not change observable state.
Disallowed:
class Foo {
  get next() { return this.nextId++; }
}
",,Yes,prefer-reflect: [],true,,prefer-reflect,,,prefer-reflect,,,prefer-reflect,
5.4.8 Overriding toString,"The `toString` method may be overridden, but must always succeed and never have visible side effects.
Tip: Beware, in particular, of calling other methods from toString, since exceptional conditions could lead to infinite loops.",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
