rule_name,description,benchmark,gpt_answer,gpt_configuration,valid_config,module_tp,module_fp,module_fn,option_name_tp,option_name_fp,option_name_fn,option_value_tp,option_value_fp,option_value_fn
4.8.1 Enum classes,"After each comma that follows an enum constant, a line break is optional. Additional blank lines (usually just one) are also allowed. This is one possibility:
 private enum Answer {
  YES {
  @Override public String toString() {
  return ""yes"";
  }
  },
 

  NO,
  MAYBE
 }
 

 An enum class with no methods and no documentation on its constants may optionally be formatted as if it were an array initializer (see Section 4.8.3.1 on array initializers ).
 private enum Suit { CLUBS, HEARTS, SPADES, DIAMONDS }
 

 Since enum classes are classes , all other rules for formatting classes apply.",,Yes,"<module name='NoEnumTrailingComma'/>
    
<module name='UnnecessarySemicolonInEnumeration'/>",,,,,,,,,,
4.8.4 Switch statements,"Terminology Note: Inside the braces of a switch block are one or more statement groups . Each statement group consists of one or more switch labels (either `caseFOO:` or `default:` ), followed by one or more statements (or, for the last statement group, zero or more statements).",,Yes,"<module name='FallThrough'>
        <property name='checkLastCaseGroup' value='true'/>
    </module>
    
<module name='NoWhitespaceBeforeCaseDefaultColon'/>
    
<module name='MissingSwitchDefault'/>
    
<module name='DefaultComesLast'/>",,,,,,,,,,
4.8.6 Comments,"This section addresses implementation comments . Javadoc is addressed separately in Section 7, Javadoc .
 Any line break may be preceded by arbitrary whitespace followed by an implementation comment. Such a comment renders the line non-blank.",,Yes,"<module name='CommentsIndentation'>
        <property name='id' value='CommentsIndentation'/>
    </module>
    
<module name='TrailingComment'>
        <property name='id' value='TrailingComment'/>
    </module>",,,,,,,,,,
4.8.6.1 Block comment style,"lock comments are indented at the same level as the surrounding code. They may be in /* ... */ style or // ... style. For multi-line /* ... */ comments, subsequent lines must start with * aligned with the * on the previous line.

/*
 * This is          // And so           /* Or you can
 * okay.            // is this.          * even do this. */
 */
Comments are not enclosed in boxes drawn with asterisks or other characters.

Tip: When writing multi-line comments, use the /* ... */ style if you want automatic code formatters to re-wrap the lines when necessary (paragraph-style). Most formatters don't re-wrap lines in // ... style comment blocks.","{'modulename': 'CommentsIndentation', 'tokens': 'SINGLE_LINE_COMMENT, BLOCK_COMMENT_BEGIN'}",Yes,"{'modulename': 'CommentsIndentation', 'id': 'CommentsIndentation'}
{'modulename': 'JavadocMissingLeadingAsterisk', 'id': 'JavadocMissingLeadingAsterisk'}",true,CommentsIndentation,JavadocMissingLeadingAsterisk,,CommentsIndentation,JavadocMissingLeadingAsterisk,,CommentsIndentation,JavadocMissingLeadingAsterisk,
4.8.7 Modifiers,"Class and member modifiers, when present, appear in the order recommended by the Java Language Specification:
 public protected private abstract default static final transient volatile synchronized native strictfp",{'modulename': 'ModifierOrder'},Yes,"{'modulename': 'ModifierOrder', 'id': 'modifierOrder', 'order': 'public, protected, private, abstract, default, static, final, transient, volatile, synchronized, native, strictfp'}",true,ModifierOrder,,,,ModifierOrder,ModifierOrder,ModifierOrder,,
4.8.8 Numeric Literals,"`long` -valued integer literals use an uppercase `L` suffix, never lowercase (to avoid confusion with the digit `1` ). For example, `3000000000L` rather than `3000000000l` .",{'modulename': 'UpperEll'},Yes,"{'modulename': 'UpperEll', 'id': 'numeric_literals'}",true,UpperEll,,,UpperEll,,,UpperEll,,
5.1 Rules common to all identifiers,"Identifiers use only ASCII letters and digits, and, in a small number of cases noted below, underscores. Thus each valid identifier name is matched by the regular expression `\w+` .
 In Google Style, special prefixes or suffixes are not used. For example, these names are not Google Style: `name_` , `mName` , `s_name` and `kName` .","{'modulename': 'IllegalIdentifierName', 'format': '^[a-zA-Z0-9_]+$'}",Yes,"{'modulename': 'AbbreviationAsWordInName', 'allowedAbbreviationLength': '2', 'allowedAbbreviations': 'ID,URL,HTML', 'ignoreFinal': 'true', 'ignoreStatic': 'true'}
{'modulename': 'IllegalIdentifierName', 'format': '^(name_|mName|s_name|kName)$'}",true,IllegalIdentifierName,AbbreviationAsWordInName,,IllegalIdentifierName,AbbreviationAsWordInName,,,"AbbreviationAsWordInName
IllegalIdentifierName",IllegalIdentifierName
5.2.1 Package names,"Package names use only lowercase letters and digits (no underscores). Consecutive words are simply concatenated together. For example, `com.example.deepspace` , not `com.example.deepSpace` or `com.example.deep_space` .","{'modulename': 'PackageName', 'format': '^[a-z]+(\\.[a-z][a-z0-9]*)*$'}",Yes,"{'modulename': 'PackageName', 'format': '^[a-z]+(\\.[a-z][a-z0-9]*)*$'}",true,PackageName,,,PackageName,,,PackageName,,
5.2.2 Class names,"Class names are written in UpperCamelCase .
 Class names are typically nouns or noun phrases. For example, `Character` or `ImmutableList` . Interface names may also be nouns or noun phrases (for example, `List` ), but may sometimes be adjectives or adjective phrases instead (for example, `Readable` ).
 There are no specific rules or even well-established conventions for naming annotation types.
 A test class has a name that ends with `Test` , for example, `HashIntegrationTest` . If it covers a single class, its name is the name of that class plus `Test` , for example `HashImplTest` .","{'modulename': 'TypeName', 'tokens': 'CLASS_DEF', 'format': '^[A-Z][a-zA-Z0-9]*$'}",Yes,"{'modulename': 'TypeName', 'format': '^[A-Z][a-zA-Z0-9]*$'}
{'modulename': 'MethodName', 'format': '^[a-z][a-zA-Z0-9]*$'}
{'modulename': 'ClassTypeParameterName', 'format': '^[A-Z]$'}
{'modulename': 'InterfaceTypeParameterName', 'format': '^[A-Z]$'}
{'modulename': 'RecordTypeParameterName', 'format': '^[A-Z]$'}
{'modulename': 'AnnotationUseStyle', 'elementStyle': 'element'}",true,TypeName,"MethodName
ClassTypeParameterName
InterfaceTypeParameterName
RecordTypeParameterName
AnnotationUseStyle",,TypeName,"MethodName
ClassTypeParameterName
InterfaceTypeParameterName
RecordTypeParameterName
AnnotationUseStyle",,,"TypeName
MethodName
ClassTypeParameterName
InterfaceTypeParameterName
RecordTypeParameterName
AnnotationUseStyle",TypeName
5.2.3 Method names,"Method names are written in lowerCamelCase .
 Method names are typically verbs or verb phrases. For example, `sendMessage` or `stop` .
 Underscores may appear in JUnit test method names to separate logical components of the name, with each component written in lowerCamelCase , for example `transferMoney_deductsFromSource` . There is no One Correct Way to name test methods.","{'modulename': 'MethodName', 'format': '^[a-z][a-z0-9]\\w*$'}",Yes,"{'modulename': 'MethodName', 'format': '^[a-z][a-zA-Z0-9]*$'}
{'modulename': 'MethodName', 'format': '^[a-z][a-zA-Z0-9]*(_[a-z][a-zA-Z0-9]*)*$', 'ignoreMethodNamesRegex': '^test.*$'}",true,MethodName,MethodName,,MethodName,MethodName,,,"MethodName
MethodName",MethodName
5.2.4 Constant names,"Constant names use `UPPER_SNAKE_CASE` : all uppercase letters, with each word separated from the next by a single underscore. But what is a constant, exactly?
 Constants are static final fields whose contents are deeply immutable and whose methods have no detectable side effects. Examples include primitives, strings, immutable value classes, and anything set to `null` . If any of the instance's observable state can change, it is not a constant. Merely intending to never mutate the object is not enough. Examples:
 // Constants
 static final int NUMBER = 5;
 static final ImmutableList<String> NAMES = ImmutableList.of(""Ed"", ""Ann"");
 static final Map<String, Integer> AGES = ImmutableMap.of(""Ed"", 35, ""Ann"", 32);
 static final Joiner COMMA_JOINER = Joiner.on(','); // because Joiner is immutable
 static final SomeMutableType[] EMPTY_ARRAY = {};
 

 // Not constants
 static String nonFinal = ""non-final"";
 final String nonStatic = ""non-static"";
 static final Set<String> mutableCollection = new HashSet<String>();
 static final ImmutableSet<SomeMutableType> mutableElements = ImmutableSet.of(mutable);
 static final ImmutableMap<String, SomeMutableType> mutableValues =
  ImmutableMap.of(""Ed"", mutableInstance, ""Ann"", mutableInstance2);
 static final Logger logger = Logger.getLogger(MyClass.getName());
 static final String[] nonEmptyArray = {""these"", ""can"", ""change""};
 

 These names are typically nouns or noun phrases.","{'modulename': 'ConstantName', 'format': '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'}",Yes,"{'modulename': 'ConstantName', 'format': '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'}",true,ConstantName,,,ConstantName,,,ConstantName,,
5.2.5 Non-constant field names,"Non-constant field names (static or otherwise) are written in lowerCamelCase .
 These names are typically nouns or noun phrases. For example, `computedValues` or `index` .","{'modulename': 'MemberName', 'format': '^[a-z][a-z0-9][a-zA-Z0-9]*$'}",Yes,"{'modulename': 'MemberName', 'format': '^[a-z][a-zA-Z0-9]*$'}",true,MemberName,,,MemberName,,,,MemberName,MemberName
5.2.6 Parameter names,"Parameter names are written in lowerCamelCase .
 One-character parameter names in public methods should be avoided.","{'modulename': 'ParameterName', 'format': '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$'}
{'modulename': 'LambdaParameterName', 'format': '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$'}
{'modulename': 'CatchParameterName', 'format': '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$'}
{'modulename': 'RecordComponentName', 'format': '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$'}",Yes,"{'modulename': 'ParameterName', 'format': '^[a-z][a-zA-Z0-9]*$'}
{'modulename': 'LambdaParameterName', 'format': '^[a-z][a-zA-Z0-9]*$'}
{'modulename': 'CatchParameterName', 'format': '^[a-z][a-zA-Z0-9]*$'}",true,"ParameterName
LambdaParameterName
CatchParameterName",,RecordComponentName,"ParameterName
LambdaParameterName
CatchParameterName",,RecordComponentName,,"ParameterName
LambdaParameterName
CatchParameterName","ParameterName
LambdaParameterName
CatchParameterName
RecordComponentName"
5.2.7 Local variable names,"Local variable names are written in lowerCamelCase .
 Even when final and immutable, local variables are not considered to be constants, and should not be styled as constants.","{'modulename': 'LocalVariableName', 'format': '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$'}
{'modulename': 'LocalFinalVariableName', 'format': '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$'}
{'modulename': 'PatternVariableName', 'format': '^[a-z]([a-z0-9][a-zA-Z0-9]*)?$'}",Yes,"{'modulename': 'LocalVariableName', 'format': '^[a-z][a-zA-Z0-9]*$'}
{'modulename': 'FinalLocalVariable', 'format': '^[a-z][a-zA-Z0-9]*$'}",true,LocalVariableName,FinalLocalVariable,"LocalFinalVariableName
PatternVariableName",LocalVariableName,FinalLocalVariable,"LocalFinalVariableName
PatternVariableName",,"LocalVariableName
FinalLocalVariable","LocalVariableName
LocalFinalVariableName
PatternVariableName"
5.2.8 Type variable names,"Each type variable is named in one of two styles:
 A single capital letter, optionally followed by a single numeral (such as `E` , `T` , `X` , `T2` ) 
 A name in the form used for classes (see Section 5.2.2, Class names ), followed by the capital letter `T` (examples: `RequestT` , `FooBarT` ).","{'modulename': 'ClassTypeParameterName', 'format': '(^[A-Z][0-9]?$)|([A-Z][a-zA-Z0-9]*[T]$)'}
{'modulename': 'RecordTypeParameterName', 'format': '(^[A-Z][0-9]?$)|([A-Z][a-zA-Z0-9]*[T]$)'}
{'modulename': 'MethodTypeParameterName', 'format': '(^[A-Z][0-9]?$)|([A-Z][a-zA-Z0-9]*[T]$)'}
{'modulename': 'InterfaceTypeParameterName', 'format': '(^[A-Z][0-9]?$)|([A-Z][a-zA-Z0-9]*[T]$)'}",Yes,"{'modulename': 'ClassTypeParameterName', 'format': '^[A-Z][0-9]?$|^[A-Z][a-zA-Z0-9]*T$'}
{'modulename': 'InterfaceTypeParameterName', 'format': '^[A-Z][0-9]?$|^[A-Z][a-zA-Z0-9]*T$'}
{'modulename': 'MethodTypeParameterName', 'format': '^[A-Z][0-9]?$|^[A-Z][a-zA-Z0-9]*T$'}
{'modulename': 'RecordTypeParameterName', 'format': '^[A-Z][0-9]?$|^[A-Z][a-zA-Z0-9]*T$'}",true,"ClassTypeParameterName
InterfaceTypeParameterName
MethodTypeParameterName
RecordTypeParameterName",,,"ClassTypeParameterName
InterfaceTypeParameterName
MethodTypeParameterName
RecordTypeParameterName",,,,"ClassTypeParameterName
InterfaceTypeParameterName
MethodTypeParameterName
RecordTypeParameterName","ClassTypeParameterName
RecordTypeParameterName
MethodTypeParameterName
InterfaceTypeParameterName"
5.3 Camel case: defined,"Sometimes there is more than one reasonable way to convert an English phrase into camel case, such as when acronyms or unusual constructs like ""IPv6"" or ""iOS"" are present. To improve predictability, Google Style specifies the following (nearly) deterministic scheme.
 Beginning with the prose form of the name:
 Convert the phrase to plain ASCII and remove any apostrophes. For example, ""Müller's algorithm"" might become ""Muellers algorithm"". 
 Divide this result into words, splitting on spaces and any remaining punctuation (typically hyphens). 
 Recommended: if any word already has a conventional camel-case appearance in common usage, split this into its constituent parts (e.g., ""AdWords"" becomes ""ad words""). Note that a word such as ""iOS"" is not really in camel case per se ; it defies any convention, so this recommendation does not apply. 
 Now lowercase everything (including acronyms), then uppercase only the first character of: 
 ... each word, to yield upper camel case , or 
 ... each word except the first, to yield lower camel case 
 Finally, join all the words into a single identifier.
 Note that the casing of the original words is almost entirely disregarded. Examples:
 Prose form 
 Correct 
 Incorrect 
 ""XML HTTP request"" 
 `XmlHttpRequest` 
 `XMLHTTPRequest` 
 ""new customer ID"" 
 `newCustomerId` 
 `newCustomerID` 
 ""inner stopwatch"" 
 `innerStopwatch` 
 `innerStopWatch` 
 ""supports IPv6 on iOS?"" 
 `supportsIpv6OnIos` 
 `supportsIPv6OnIOS` 
 ""YouTube importer"" 
 `YouTubeImporter` 
 `YoutubeImporter` *
 *Acceptable, but not recommended.
 Note: Some words are ambiguously hyphenated in the English language: for example ""nonempty"" and ""non-empty"" are both correct, so the method names `checkNonempty` and `checkNonEmpty` are likewise both correct.","{'modulename': 'AbbreviationAsWordInName', 'ignoreFinal': 'false', 'allowedAbbreviationLength': '0', 'tokens': 'CLASS_DEF, INTERFACE_DEF, ENUM_DEF, ANNOTATION_DEF, ANNOTATION_FIELD_DEF, PARAMETER_DEF, VARIABLE_DEF, METHOD_DEF, PATTERN_VARIABLE_DEF, RECORD_DEF, RECORD_COMPONENT_DEF'}",Yes,"{'modulename': 'AbbreviationAsWordInName', 'allowedAbbreviationLength': '2', 'allowedAbbreviations': 'iOS,IPv6,XML,HTTP', 'ignoreFinal': 'true', 'ignoreStatic': 'true'}
{'modulename': 'TypeName', 'format': '^[A-Z][a-zA-Z0-9]*$'}
{'modulename': 'MethodName', 'format': '^[a-z][a-zA-Z0-9]*$'}
{'modulename': 'ParameterName', 'format': '^[a-z][a-zA-Z0-9]*$'}
{'modulename': 'LocalVariableName', 'format': '^[a-z][a-zA-Z0-9]*$'}
{'modulename': 'StaticVariableName', 'format': '^[a-z][a-zA-Z0-9]*$'}
{'modulename': 'MemberName', 'format': '^[a-z][a-zA-Z0-9]*$'}",true,AbbreviationAsWordInName,"TypeName
MethodName
ParameterName
LocalVariableName
StaticVariableName
MemberName",,AbbreviationAsWordInName,"TypeName
MethodName
ParameterName
LocalVariableName
StaticVariableName
MemberName",,,"AbbreviationAsWordInName
TypeName
MethodName
ParameterName
LocalVariableName
StaticVariableName
MemberName",AbbreviationAsWordInName
6.2 Caught exceptions: not ignored,"Except as noted below, it is very rarely correct to do nothing in response to a caught exception. (Typical responses are to log it, or if it is considered ""impossible"", rethrow it as an `AssertionError` .)
 When it truly is appropriate to take no action whatsoever in a catch block, the reason this is justified is explained in a comment.
 try {
  int i = Integer.parseInt(response);
  return handleNumericResponse(i);
 } catch (NumberFormatException ok) {
  // it's not numeric; that's fine, just continue
 }
 return handleTextResponse(response);
 

 Exception: In tests, a caught exception may be ignored without comment if its name is or begins with `expected` . The following is a very common idiom for ensuring that the code under test does throw an exception of the expected type, so a comment is unnecessary here.
 try {
  emptyStack.pop();
  fail();
 } catch (NoSuchElementException expected) {
 }","{'modulename': 'EmptyCatchBlock', 'commentFormat': '.*', 'exceptionVariableName': '^expected.*'}",Yes,"{'modulename': 'EmptyCatchBlock', 'exceptionVariableName': '^expected.*$', 'commentRequired': 'true'}",true,EmptyCatchBlock,,,,EmptyCatchBlock,EmptyCatchBlock,,EmptyCatchBlock,EmptyCatchBlock
6.3 Static members: qualified using class,"When a reference to a static class member must be qualified, it is qualified with that class's name, not with a reference or expression of that class's type.
 Foo aFoo = ...;
 Foo.aStaticMethod(); // good
 aFoo.aStaticMethod(); // bad
 somethingThatYieldsAFoo().aStaticMethod(); // very bad",,Yes,"<module name='RequireThis'>
        <property name='checkMethods' value='true'/>
        <property name='checkFields' value='true'/>
    </module>",,,,,,,,,,
6.4 Finalizers: not used,"It is extremely rare to override `Object.finalize` .
 Tip: Don't do it. If you absolutely must, first read and understand Effective Java
  
  Item 8 , ""Avoid finalizers and cleaners"" very carefully, and then don't do it.",{'modulename': 'NoFinalizer'},Yes,"{'modulename': 'NoFinalizer'}
{'modulename': 'SuperFinalize'}",true,NoFinalizer,SuperFinalize,,NoFinalizer,SuperFinalize,,NoFinalizer,SuperFinalize,
7.1.1 General form,"The basic formatting of Javadoc blocks is as seen in this example:
 /**
  * Multiple lines of Javadoc text are written here,
  * wrapped normally...
  */
 public int method(String p1) { ... }
 

 ... or in this single-line example:
 /** An especially short bit of Javadoc. */
 

 The basic form is always acceptable. The single-line form may be substituted when the entirety of the Javadoc block (including comment markers) can fit on a single line. Note that this only applies when there are no block tags such as `@return` .","{'modulename': 'SingleLineJavadoc'}
{'modulename': 'JavadocStyle'}",Yes,"{'modulename': 'JavadocStyle', 'checkFirstSentence': 'true', 'checkEmptyJavadoc': 'true'}
{'modulename': 'SingleLineJavadoc', 'ignoreInlineTags': 'true'}
{'modulename': 'JavadocContentLocation', 'location': 'FIRST_LINE'}",true,"JavadocStyle
SingleLineJavadoc",JavadocContentLocation,,"JavadocStyle
SingleLineJavadoc",JavadocContentLocation,,SingleLineJavadoc,"JavadocStyle
JavadocContentLocation",JavadocStyle
7.1.2 Paragraphs,"One blank line—that is, a line containing only the aligned leading asterisk ( `*` )—appears between paragraphs, and before the group of block tags if present. Each paragraph except the first has `<p>` immediately before the first word, with no space after it. HTML tags for other block-level elements, such as `<ul>` or `<table>` , are not preceded with `<p>` .","{'modulename': 'JavadocParagraph'}
{'modulename': 'RequireEmptyLineBeforeBlockTagGroup'}",Yes,"{'modulename': 'JavadocParagraph', 'allowEmptyParagraphs': 'false'}
{'modulename': 'RequireEmptyLineBeforeBlockTagGroup', 'allowNoEmptyLine': 'false'}",true,"JavadocParagraph
RequireEmptyLineBeforeBlockTagGroup",,,,"JavadocParagraph
RequireEmptyLineBeforeBlockTagGroup","JavadocParagraph
RequireEmptyLineBeforeBlockTagGroup","JavadocParagraph
RequireEmptyLineBeforeBlockTagGroup",,
7.1.3 Block tags,"Any of the standard ""block tags"" that are used appear in the order `@param` , `@return` , `@throws` , `@deprecated` , and these four types never appear with an empty description. When a block tag doesn't fit on a single line, continuation lines are indented four (or more) spaces from the position of the `@` .","{'modulename': 'AtclauseOrder', 'tagOrder': '@param, @return, @throws, @deprecated'}
{'modulename': 'JavadocTagContinuationIndentation', 'offset': '4'}
{'modulename': 'NonEmptyAtclauseDescription'}",Yes,"{'modulename': 'AtclauseOrder', 'tagOrder': 'param, return, throws, deprecated', 'violateExecutionOnNonTightHtml': 'true'}
{'modulename': 'NonEmptyAtclauseDescription'}
{'modulename': 'JavadocTagContinuationIndentation', 'indentation': '4'}",true,"AtclauseOrder
NonEmptyAtclauseDescription
JavadocTagContinuationIndentation",,,"AtclauseOrder
NonEmptyAtclauseDescription",JavadocTagContinuationIndentation,JavadocTagContinuationIndentation,"NonEmptyAtclauseDescription
JavadocTagContinuationIndentation",AtclauseOrder,AtclauseOrder
7.2 The summary fragment,"Each Javadoc block begins with a brief summary fragment . This fragment is very important: it is the only part of the text that appears in certain contexts such as class and method indexes.
 This is a fragment—a noun phrase or verb phrase, not a complete sentence. It does not begin with `A{@codeFoo}isa...` , or `Thismethodreturns...` , nor does it form a complete imperative sentence like `Savetherecord.` . However, the fragment is capitalized and punctuated as if it were a complete sentence.
 Tip: A common mistake is to write simple Javadoc in the form `/**@returnthecustomerID*/` . This is incorrect, and should be changed to `/**ReturnsthecustomerID.*/` .","{'modulename': 'SummaryJavadoc', 'forbiddenSummaryFragments': 'OurSetDefault'}
{'modulename': 'JavadocStyle', 'endOfSentenceFormat': '([.?!][ \\t\\n\\r\\f<])|([.?!]$)'}",Yes,"{'modulename': 'SummaryJavadoc', 'forbiddenSummaryFragments': 'A {@code Foo} is a, This method returns, Save the record'}
{'modulename': 'JavadocMethod', 'scope': 'public', 'allowMissingParamTags': 'true', 'allowMissingReturnTag': 'true', 'allowMissingThrowsTags': 'true', 'allowMissingDeprecatedTag': 'true'}",true,SummaryJavadoc,JavadocMethod,JavadocStyle,SummaryJavadoc,JavadocMethod,JavadocStyle,SummaryJavadoc,JavadocMethod,JavadocStyle
7.3 Where Javadoc is used,"At the minimum , Javadoc is present for every `public` class, and every `public` or `protected` member of such a class, with a few exceptions noted below.
 Additional Javadoc content may also be present, as explained in Section 7.3.4, Non-required Javadoc .","{'modulename': 'MissingJavadocType', 'scope': 'public', 'tokens': 'CLASS_DEF, INTERFACE_DEF, ENUM_DEF, RECORD_DEF, ANNOTATION_DEF'}
{'modulename': 'MissingJavadocMethod', 'scope': 'protected', 'tokens': 'METHOD_DEF, CTOR_DEF, ANNOTATION_FIELD_DEF, COMPACT_CTOR_DEF'}",Yes,"{'modulename': 'JavadocType', 'scope': 'protected'}
{'modulename': 'JavadocMethod', 'scope': 'protected'}",true,,"JavadocType
JavadocMethod","MissingJavadocType
MissingJavadocMethod",,"JavadocType
JavadocMethod","MissingJavadocType
MissingJavadocMethod",,"JavadocType
JavadocMethod","MissingJavadocType
MissingJavadocMethod"
7.3.1 Exception: self-explanatory members,"Javadoc is optional for ""simple, obvious"" members like `getFoo()` , in cases where there really and truly is nothing else worthwhile to say but ""Returns the foo"".
 Important: it is not appropriate to cite this exception to justify omitting relevant information that a typical reader might need to know. For example, for a method named `getCanonicalName` , don't omit its documentation (with the rationale that it would say only `/**Returnsthecanonicalname.*/` ) if a typical reader may have no idea what the term ""canonical name"" means!",,Yes,"<module name='MissingJavadocMethod'>
        <property name='scope' value='public'/>
        <property name='excludeScope' value='private'/>
        <property name='allowMissingPropertyJavadoc' value='true'/>
        <property name='ignoreMethodNamesRegex' value='^get[A-Z].*'/>
    </module>
    
<module name='JavadocMethod'>
        <property name='scope' value='public'/>
        <property name='excludeScope' value='private'/>
        <property name='allowMissingPropertyJavadoc' value='true'/>
        <property name='ignoreMethodNamesRegex' value='^get[A-Z].*'/>
    </module>",,,,,,,,,,
7.3.2 Exception: overrides,Javadoc is not always present on a method that overrides a supertype method.,"{'modulename': 'MissingJavadocMethod', 'allowedAnnotations': 'Override', 'tokens': 'METHOD_DEF,CTOR_DEF,ANNOTATION_FIELD_DEF,COMPACT_CTOR_DEF'}",Yes,"{'modulename': 'MissingJavadocMethod', 'allowMissingJavadoc': 'true', 'scope': 'public', 'ignoreMethodNamesRegex': '.*'}",true,MissingJavadocMethod,,,,MissingJavadocMethod,MissingJavadocMethod,,MissingJavadocMethod,MissingJavadocMethod
7.3.4 Non-required Javadoc,"Other classes and members have Javadoc as needed or desired .
 Whenever an implementation comment would be used to define the overall purpose or behavior of a class or member, that comment is written as Javadoc instead (using `/**` ).
 Non-required Javadoc is not strictly required to follow the formatting rules of Sections 7.1.1, 7.1.2, 7.1.3, and 7.2, though it is of course recommended.",,Yes,"<module name='MissingJavadocMethod'>
        <property name='scope' value='public'/>
        <property name='excludeScope' value='private'/>
    </module>
    
<module name='MissingJavadocType'>
        <property name='scope' value='public'/>
        <property name='excludeScope' value='private'/>
    </module>
    
<module name='JavadocMethod'>
        <property name='scope' value='public'/>
        <property name='excludeScope' value='private'/>
    </module>
    
<module name='JavadocType'>
        <property name='scope' value='public'/>
        <property name='excludeScope' value='private'/>
    </module>",,,,,,,,,,
4.8.5.1 Type-use annotations,"Type-use annotations appear immediately before the annotated type. An annotation is a type-use annotation if it is meta-annotated with @Target(ElementType.TYPE_USE). Example:
 final @Nullable String name;
 

 public @Nullable Person getPersonByName(String name);",,Yes,"<module name='AnnotationLocation'>
        <property name='allowSamelineMultipleAnnotations' value='true'/>
        <property name='allowSamelineSingleParameterlessAnnotation' value='true'/>
    </module>
    
<module name='AnnotationUseStyle'>
        <property name='elementStyle' value='compact_no_array'/>
    </module>",,,,,,,,,,
4.8.5.2 Class annotations,"Annotations applying to a class appear immediately after the documentation block, and each annotation is listed on a line of its own (that is, one annotation per line). These line breaks do not constitute line-wrapping (Section 4.5, Line-wrapping), so the indentation level is not increased. Example:
 @Deprecated
 @CheckReturnValue
 public final class Frozzler { ... }","{'modulename': 'AnnotationLocation', 'tokens': 'CLASS_DEF', 'allowSamelineMultipleAnnotations': 'false'}",Yes,"{'modulename': 'AnnotationLocation', 'allowSamelineMultipleAnnotations': 'false', 'allowSamelineSingleParameterlessAnnotation': 'false'}",true,AnnotationLocation,,,AnnotationLocation,,,,AnnotationLocation,AnnotationLocation
4.8.5.3 Method and constructor annotations,"The rules for annotations on method and constructor declarations are the same as the previous section. Example:
 @Deprecated
 @Override
 public String getNameIfPresent() { ... }
 Exception: A single parameterless annotation may instead appear together with the first line of the signature, for example:
 @Override public int hashCode() { ... }","{'modulename': 'AnnotationLocation', 'tokens': 'METHOD_DEF, CTOR_DEF', 'allowSamelineSingleParameterlessAnnotation': 'true', 'allowSamelineMultipleAnnotations': 'false'}",Yes,"{'modulename': 'AnnotationLocation', 'allowSamelineSingleParameterless': 'true'}
{'modulename': 'AnnotationOnSameLine', 'allowSamelineSingleParameterless': 'true'}",true,AnnotationLocation,AnnotationOnSameLine,,,"AnnotationLocation
AnnotationOnSameLine",AnnotationLocation,,"AnnotationLocation
AnnotationOnSameLine",AnnotationLocation
4.8.5.4 Field annotations,"Annotations applying to a field also appear immediately after the documentation block, but in this case, multiple annotations (possibly parameterized) may be listed on the same line; for example:
 @Partial @Mock DataLoader loader;","{'modulename': 'AnnotationLocation', 'tokens': 'VARIABLE_DEF', 'allowSamelineMultipleAnnotations': 'true', 'allowSamelineParameterizedAnnotation': 'true', 'allowSamelineSingleParameterlessAnnotation': 'true'}",Yes,"{'modulename': 'AnnotationLocation', 'allowSamelineMultipleAnnotations': 'true', 'tokens': 'FIELD_DEF'}",true,AnnotationLocation,,,AnnotationLocation,,,,AnnotationLocation,AnnotationLocation
4.8.5.5 Parameter and local variable annotations,"There are no specific rules for formatting annotations on parameters or local variables (except, of course, when the annotation is a type-use annotation).",,No,,,,,,,,,,,
3.4.2.1 Overloads: never split,Methods of a class that share the same name appear in a single contiguous group with no other members in between. The same applies to multiple constructors (which always have the same name). This rule applies even when modifiers such as static or private differ between the methods.,"{'modulename': 'OverloadMethodsDeclarationOrder', 'id': 'overload_methods_declaration_order'}",Yes,"{'modulename': 'OverloadMethodsDeclarationOrder', 'id': 'overloadMethodsDeclarationOrder'}",true,OverloadMethodsDeclarationOrder,,,OverloadMethodsDeclarationOrder,,,OverloadMethodsDeclarationOrder,,
4.8.2.1 One variable per declaration,"Every variable declaration (field or local) declares only one variable: declarations such as int a, b; are not used.
 Exception: Multiple variable declarations are acceptable in the header of a for loop.",{'modulename': 'MultipleVariableDeclarations'},Yes,"{'modulename': 'MultipleVariableDeclarations', 'allowForLoopMultipleInitialization': 'true'}",true,MultipleVariableDeclarations,,,,MultipleVariableDeclarations,MultipleVariableDeclarations,MultipleVariableDeclarations,,
4.8.2.2 Declared when needed,"Local variables are not habitually declared at the start of their containing block or block-like construct. Instead, local variables are declared close to the point they are first used (within reason), to minimize their scope. Local variable declarations typically have initializers, or are initialized immediately after declaration.",{'modulename': 'VariableDeclarationUsageDistance'},Yes,"{'modulename': 'VariableDeclarationUsageDistance', 'allowedDistance': '3', 'ignoreVariablePattern': '^log$'}
{'modulename': 'FinalLocalVariable', 'applyToAll': 'true'}",true,VariableDeclarationUsageDistance,FinalLocalVariable,,VariableDeclarationUsageDistance,FinalLocalVariable,,,"VariableDeclarationUsageDistance
FinalLocalVariable",VariableDeclarationUsageDistance
