rule_name,description,benchmark,benchmark_default,benchmark_third,gpt_answer,gpt_configuration,valid_config,module_tp,module_fp,module_fn,option_name_tp,option_name_fp,option_name_fn,option_value_tp,option_value_fp,option_value_fn
5.4.3 Computed properties,"Computed properties may only be used in classes when the property is a symbol. Dict-style properties (that is, quoted or computed non-symbol keys, as defined in ?? ) are not allowed. A `[Symbol.iterator]` method should be defined for any classes that are logically iterable. Beyond this, `Symbol` should be used sparingly.
 Tip: be careful of using any other built-in symbols (e.g., `Symbol.isConcatSpreadable` ) as they are not polyfilled by the compiler and will therefore not work in older browsers.",dot-notation: error,dot-notation: error,,"no-useless-computed-key: {'enforceForClassMembers': True}
computed-property-spacing: ['never', {'enforceForClassMembers': True}]
quote-props: ['as-needed', {'unnecessary': True}]","{'no-useless-computed-key': {'enforceForClassMembers': True}, 'computed-property-spacing': ['never', {'enforceForClassMembers': True}], 'quote-props': ['as-needed', {'unnecessary': True}]}",true,,"no-useless-computed-key
computed-property-spacing
quote-props",dot-notation,,"no-useless-computed-key
computed-property-spacing
quote-props",dot-notation,,"no-useless-computed-key
computed-property-spacing
quote-props",dot-notation
5.4.4 Static methods,"Where it does not interfere with readability, prefer module-local functions over private static methods.
 Static methods should only be called on the base class itself. Static methods should not be called on variables containing a dynamic instance that may be either the constructor or a subclass constructor (and must be defined with `@nocollapse` if this is done), and must not be called directly on a subclass that doesn’t define the method itself.
 Disallowed:
 class Base { /** @nocollapse */ static foo() {} }
 class Sub extends Base {}
 function callFoo(cls) { cls.foo(); } // discouraged: don't call static methods dynamically
 Sub.foo(); // Disallowed: don't call static methods on subclasses that don't define it themselves",,,,"class-methods-use-this: {'exceptMethods': [], 'enforceForClassFields': True}
no-use-before-define: {'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}
no-shadow: {'builtinGlobals': False, 'hoist': 'functions', 'allow': [], 'ignoreOnInitialization': False}","{'class-methods-use-this': {'exceptMethods': [], 'enforceForClassFields': True}, 'no-use-before-define': {'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}, 'no-shadow': {'builtinGlobals': False, 'hoist': 'functions', 'allow': [], 'ignoreOnInitialization': False}}",true,,"class-methods-use-this
no-use-before-define
no-shadow",,,"class-methods-use-this
no-use-before-define
no-shadow",,,"class-methods-use-this
no-use-before-define
no-shadow",
5.4.5 Old-style class declarations,"While ES6 classes are preferred, there are cases where ES6 classes may not be feasible. For example:
 If there exist or will exist subclasses, including frameworks that create subclasses, that cannot be immediately changed to use ES6 class syntax. If such a class were to use ES6 syntax, all downstream subclasses not using ES6 class syntax would need to be modified. 
 Frameworks that require a known `this` value before calling the superclass constructor, since constructors with ES6 super classes do not have access to the instance `this` value until the call to `super` returns.
 In all other ways the style guide still applies to this code: `let` , `const` , default parameters, rest, and arrow functions should all be used when appropriate.
 `goog.defineClass` allows for a class-like definition similar to ES6 class syntax:
 let C = goog.defineClass(S, {
  /**
  * @param {string} value
  */
  constructor(value) {
  S.call(this, 2);
  /** @const */
  this.prop = value;
  },
 
  /**
  * @param {string} param
  * @return {number}
  */
  method(param) {
  return 0;
  },
 });
 
 Alternatively, while `goog.defineClass` should be preferred for all new code, more traditional syntax is also allowed.
 /**
  * @constructor @extends {S}
  * @param {string} value
  */
 function C(value) {
  S.call(this, 2);
  /** @const */
  this.prop = value;
 }
 goog.inherits(C, S);
 
 /**
  * @param {string} param
  * @return {number}
  */
 C.prototype.method = function(param) {
  return 0;
 };
 
 Per-instance properties should be defined in the constructor after the call to the super class constructor, if there is a super class. Methods should be defined on the prototype of the constructor.
 Defining constructor prototype hierarchies correctly is harder than it first appears! For that reason, it is best to use `goog.inherits` from the Closure Library .",no-this-before-super: error,no-this-before-super: error,,"no-this-before-super: no option
constructor-super: no option
class-methods-use-this: [{'exceptMethods': [], 'enforceForClassFields': True}]
no-invalid-this: [{'capIsConstructor': True}]
prefer-const: [{'destructuring': 'any', 'ignoreReadBeforeAssign': False}]
no-use-before-define: [{'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}]
no-class-assign: no option
no-shadow: [{'builtinGlobals': False, 'hoist': 'functions', 'allow': [], 'ignoreOnInitialization': False}]
no-useless-constructor: no option
no-var: no option","{'no-this-before-super': 'no option', 'constructor-super': 'no option', 'class-methods-use-this': [{'exceptMethods': [], 'enforceForClassFields': True}], 'no-invalid-this': [{'capIsConstructor': True}], 'prefer-const': [{'destructuring': 'any', 'ignoreReadBeforeAssign': False}], 'no-use-before-define': [{'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}], 'no-class-assign': 'no option', 'no-shadow': [{'builtinGlobals': False, 'hoist': 'functions', 'allow': [], 'ignoreOnInitialization': False}], 'no-useless-constructor': 'no option', 'no-var': 'no option'}",true,no-this-before-super,"constructor-super
class-methods-use-this
no-invalid-this
prefer-const
no-use-before-define
no-class-assign
no-shadow
no-useless-constructor
no-var",,,"no-this-before-super
constructor-super
class-methods-use-this
no-invalid-this
prefer-const
no-use-before-define
no-class-assign
no-shadow
no-useless-constructor
no-var",no-this-before-super,,"no-this-before-super
constructor-super
class-methods-use-this
no-invalid-this
prefer-const
no-use-before-define
no-class-assign
no-shadow
no-useless-constructor
no-var",no-this-before-super
5.4.6 Do not manipulate prototype s directly,"The `class` keyword allows clearer and more readable class definitions than defining `prototype` properties. Ordinary implementation code has no business manipulating these objects, though they are still useful for defining classes as defined in ?? . Mixins and modifying the prototypes of builtin objects are explicitly forbidden.
 Exception : Framework code (such as Polymer, or Angular) may need to use `prototype` s, and should not resort to even-worse workarounds to avoid doing so.","no-extend-native: ['error', {'exceptions': ['OurSetDefault']}]","no-extend-native: ['error', {'exceptions': ['OurSetDefault']}]",,"no-prototype-builtins: no option
no-proto: no option
prefer-object-has-own: no option","{'no-prototype-builtins': 'no option', 'no-proto': 'no option', 'prefer-object-has-own': 'no option'}",true,,"no-prototype-builtins
no-proto
prefer-object-has-own",no-extend-native,,"no-prototype-builtins
no-proto
prefer-object-has-own",no-extend-native,,"no-prototype-builtins
no-proto
prefer-object-has-own",no-extend-native
5.4.7 Getters and Setters,"Do not use JavaScript getter and setter properties . They are potentially surprising and difficult to reason about, and have limited support in the compiler. Provide ordinary methods instead.
 Exception : there are situations where defining a getter or setter is unavoidable (e.g. data binding frameworks such as Angular and Polymer, or for compatibility with external APIs that cannot be adjusted). In these cases only, getters and setters may be used with caution , provided they are defined with the `get` and `set` shorthand method keywords or `Object.defineProperties` (not `Object.defineProperty` , which interferes with property renaming). Getters must not change observable state.
 Disallowed:
 class Foo {
  get next() { return this.nextId++; }
 }","no-restricted-properties: ['error', {'object': 'Object', 'property': 'defineProperty', 'message': 'OurSetDefault'}]","no-restricted-properties: ['error', {'object': 'Object', 'property': 'defineProperty', 'message': 'OurSetDefault'}]",,"accessor-pairs: [{'setWithoutGet': True, 'getWithoutSet': False, 'enforceForClassMembers': True}]
getter-return: [{'allowImplicit': False}]
no-setter-return: no option","{'accessor-pairs': [{'setWithoutGet': True, 'getWithoutSet': False, 'enforceForClassMembers': True}], 'getter-return': [{'allowImplicit': False}], 'no-setter-return': 'no option'}",true,,"accessor-pairs
getter-return
no-setter-return",no-restricted-properties,,"accessor-pairs
getter-return
no-setter-return",no-restricted-properties,,"accessor-pairs
getter-return
no-setter-return",no-restricted-properties
5.4.8 Overriding toString,"The `toString` method may be overridden, but must always succeed and never have visible side effects.
 Tip: Beware, in particular, of calling other methods from toString, since exceptional conditions could lead to infinite loops.",,,,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
5.4.9 Interfaces,"Interfaces may be declared with `@interface` or `@record` . Interfaces declared with `@record` can be explicitly (i.e. via `@implements` ) or implicitly implemented by a class or object literal.
 All non-static method bodies on an interface must be empty blocks. Fields must be declared as uninitialized members in the class constructor.
 Example:
 /**
  * Something that can frobnicate.
  * @record
  */
 class Frobnicator {
  constructor() {
  /** @type {number} The number of attempts before giving up. */
  this.attempts;
  }
 
  /**
  * Performs the frobnication according to the given strategy.
  * @param {!FrobnicationStrategy} strategy
  */
  frobnicate(strategy) {}
 }",,,,"class-methods-use-this: {'exceptMethods': [], 'enforceForClassFields': True}
init-declarations: never
no-undef-init: error","{'class-methods-use-this': {'exceptMethods': [], 'enforceForClassFields': True}, 'init-declarations': 'never', 'no-undef-init': 'error'}",true,,"class-methods-use-this
init-declarations
no-undef-init",,,"class-methods-use-this
init-declarations
no-undef-init",,,"class-methods-use-this
init-declarations
no-undef-init",
5.4.10 Abstract Classes,"Use abstract classes when appropriate. Abstract classes and methods must be annotated with `@abstract` . Do not use `goog.abstractMethod` . See abstract
 classes and methods .","no-restricted-properties: ['error', {'object': 'goog', 'property': 'abstractMethod'}]","no-restricted-properties: ['error', {'object': 'goog', 'property': 'abstractMethod'}]","no-restricted-syntax: ['error', {'selector': 'CallExpression[callee.object.name=""goog""][callee.property.name=""abstractMethod""]', 'message': 'OurSetDefault'}]","no-class-assign: no option
no-this-before-super: no option
constructor-super: no option
no-dupe-class-members: no option
no-unused-private-class-members: no option
no-useless-constructor: no option","{'no-class-assign': 'no option', 'no-this-before-super': 'no option', 'constructor-super': 'no option', 'no-dupe-class-members': 'no option', 'no-unused-private-class-members': 'no option', 'no-useless-constructor': 'no option'}",true,,"no-class-assign
no-this-before-super
constructor-super
no-dupe-class-members
no-unused-private-class-members
no-useless-constructor",no-restricted-properties,,"no-class-assign
no-this-before-super
constructor-super
no-dupe-class-members
no-unused-private-class-members
no-useless-constructor",no-restricted-properties,,"no-class-assign
no-this-before-super
constructor-super
no-dupe-class-members
no-unused-private-class-members
no-useless-constructor",no-restricted-properties
5.5.1 Top-level functions,"Top-level functions may be defined directly on the `exports` object, or else declared locally and optionally exported. See ?? for more on exports.
 Examples:
 /** @param {string} str */
 exports.processString = (str) => {
  // Process the string.
 };
 
 /** @param {string} str */
 const processString = (str) => {
  // Process the string.
 };
 
 exports = {processString};",,,,"no-use-before-define: [{'functions': False, 'classes': True, 'variables': True, 'allowNamedExports': True}]
global-require: no option
no-inner-declarations: ['functions']
no-implicit-globals: [{'lexicalBindings': True}]
no-undef: [{'typeof': True}]
no-shadow: [{'builtinGlobals': True, 'hoist': 'all', 'allow': [], 'ignoreOnInitialization': True}]
require-jsdoc: [{'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': True, 'ArrowFunctionExpression': True, 'FunctionExpression': True}}]
func-style: ['expression', {'allowArrowFunctions': True}]","{'no-use-before-define': [{'functions': False, 'classes': True, 'variables': True, 'allowNamedExports': True}], 'global-require': 'no option', 'no-inner-declarations': ['functions'], 'no-implicit-globals': [{'lexicalBindings': True}], 'no-undef': [{'typeof': True}], 'no-shadow': [{'builtinGlobals': True, 'hoist': 'all', 'allow': [], 'ignoreOnInitialization': True}], 'require-jsdoc': [{'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': True, 'ArrowFunctionExpression': True, 'FunctionExpression': True}}], 'func-style': ['expression', {'allowArrowFunctions': True}]}",true,,"no-use-before-define
global-require
no-inner-declarations
no-implicit-globals
no-undef
no-shadow
require-jsdoc
func-style",,,"no-use-before-define
global-require
no-inner-declarations
no-implicit-globals
no-undef
no-shadow
require-jsdoc
func-style",,,"no-use-before-define
global-require
no-inner-declarations
no-implicit-globals
no-undef
no-shadow
require-jsdoc
func-style",
5.5.2 Nested functions and closures,"Functions may contain nested function definitions. If it is useful to give the function a name, it should be assigned to a local `const` .",,,,"no-inner-declarations: functions
no-func-assign: no option
no-use-before-define: {'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}
func-names: always
prefer-arrow-callback: {'allowNamedFunctions': True, 'allowUnboundThis': True}","{'no-inner-declarations': 'functions', 'no-func-assign': 'no option', 'no-use-before-define': {'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}, 'func-names': 'always', 'prefer-arrow-callback': {'allowNamedFunctions': True, 'allowUnboundThis': True}}",true,,"no-inner-declarations
no-func-assign
no-use-before-define
func-names
prefer-arrow-callback",,,"no-inner-declarations
no-func-assign
no-use-before-define
func-names
prefer-arrow-callback",,,"no-inner-declarations
no-func-assign
no-use-before-define
func-names
prefer-arrow-callback",
5.5.3 Arrow functions,"Arrow functions provide a concise function syntax and simplify scoping `this` for nested functions. Prefer arrow functions over the `function` keyword, particularly for nested functions (but see ?? ).
 Prefer arrow functions over other `this` scoping approaches such as `f.bind(this)` , `goog.bind(f,this)` , and `constself=this` . Arrow functions are particularly useful for calling into callbacks as they permit explicitly specifying which parameters to pass to the callback whereas binding will blindly pass along all parameters.
 The left-hand side of the arrow contains zero or more parameters. Parentheses around the parameters are optional if there is only a single non-destructured parameter. When parentheses are used, inline parameter types may be specified (see ?? ).
 Tip: Always using parentheses even for single-parameter arrow functions can avoid situations where adding parameters, but forgetting to add parentheses, may result in parseable code which no longer works as intended.
 The right-hand side of the arrow contains the body of the function. By default the body is a block statement (zero or more statements surrounded by curly braces). The body may also be an implicitly returned single expression if either: the program logic requires returning a value, or the `void` operator precedes a single function or method call (using `void` ensures `undefined` is returned, prevents leaking values, and communicates intent). The single expression form is preferred if it improves readability (e.g., for short or simple expressions).
 Examples:
 /**
  * Arrow functions can be documented just like normal functions.
  * @param {number} numParam A number to add.
  * @param {string} strParam Another number to add that happens to be a string.
  * @return {number} The sum of the two parameters.
  */
 const moduleLocalFunc = (numParam, strParam) => numParam + Number(strParam);
 
 // Uses the single expression syntax with `void` because the program logic does
 // not require returning a value.
 getValue((result) => void alert(`Got ${result}`));
 
 class CallbackExample {
  constructor() {
  /** @private {number} */
  this.cachedValue_ = 0;
 
  // For inline callbacks, you can use inline typing for parameters.
  // Uses a block statement because the value of the single expression should
  // not be returned and the expression is not a single function call.
  getNullableValue((/** ?number */ result) => {
  this.cachedValue_ = result == null ? 0 : result;
  });
  }
 }
 
 Disallowed:
 /**
  * A function with no params and no returned value.
  * This single expression body usage is illegal because the program logic does
  * not require returning a value and we're missing the `void` operator.
  */
 const moduleLocalFunc = () => anotherFunction();","arrow-parens: ['error', 'always']
arrow-body-style: ['error', 'always']","arrow-parens: ['error', 'always']
arrow-body-style: ['error', 'always']",,"no-confusing-arrow: ['error', {'allowParens': True, 'onlyOneSimpleParam': False}]
prefer-arrow-callback: ['error', {'allowNamedFunctions': False, 'allowUnboundThis': True}]
arrow-parens: ['error', 'always']
arrow-body-style: ['error', 'as-needed']
implicit-arrow-linebreak: ['error', 'beside']
arrow-spacing: ['error', {'before': True, 'after': True}]","{'no-confusing-arrow': ['error', {'allowParens': True, 'onlyOneSimpleParam': False}], 'prefer-arrow-callback': ['error', {'allowNamedFunctions': False, 'allowUnboundThis': True}], 'arrow-parens': ['error', 'always'], 'arrow-body-style': ['error', 'as-needed'], 'implicit-arrow-linebreak': ['error', 'beside'], 'arrow-spacing': ['error', {'before': True, 'after': True}]}",true,"arrow-parens
arrow-body-style","no-confusing-arrow
prefer-arrow-callback
implicit-arrow-linebreak
arrow-spacing",,arrow-parens,"no-confusing-arrow
prefer-arrow-callback
arrow-body-style
implicit-arrow-linebreak
arrow-spacing",arrow-body-style,arrow-parens,"no-confusing-arrow
prefer-arrow-callback
arrow-body-style
implicit-arrow-linebreak
arrow-spacing",arrow-body-style
5.5.4 Generators,"Generators enable a number of useful abstractions and may be used as needed.
 When defining generator functions, attach the `*` to the `function` keyword when present, and separate it with a space from the name of the function. When using delegating yields, attach the `*` to the `yield` keyword.
 Example:
 /** @return {!Iterator<number>} */
 function* gen1() {
  yield 42;
 }
 
 /** @return {!Iterator<number>} */
 const gen2 = function*() {
  yield* gen1();
 }
 
 class SomeClass {
  /** @return {!Iterator<number>} */
  * gen() {
  yield 42;
  }
 }","generator-star-spacing: ['error', {'named': {'before': False, 'after': True}}]
yield-star-spacing: ['error', 'after']","generator-star-spacing: ['error', {'before': 'OurSetDefault', 'named': {'before': False, 'after': True}}]
yield-star-spacing: ['error', {'before': False, 'after': 'OurSetDefault'}]",,"require-yield: no option
generator-star-spacing: {'before': True, 'after': False, 'anonymous': {'before': True, 'after': False}, 'method': {'before': True, 'after': False}, 'named': {'before': True, 'after': False}}
yield-star-spacing: {'before': False, 'after': True}","{'require-yield': 'no option', 'generator-star-spacing': {'before': True, 'after': False, 'anonymous': {'before': True, 'after': False}, 'method': {'before': True, 'after': False}, 'named': {'before': True, 'after': False}}, 'yield-star-spacing': {'before': False, 'after': True}}",true,"generator-star-spacing
yield-star-spacing",require-yield,,yield-star-spacing,"require-yield
generator-star-spacing",generator-star-spacing,yield-star-spacing,"require-yield
generator-star-spacing",generator-star-spacing
5.5.5 Parameter and return types,Function parameters and return types should usually be documented with JSDoc annotations. See ?? for more information.,"valid-jsdoc: ['error', {'requireReturn': 'OurSetDefault', 'requireReturnType': True, 'requireParamType': 'OurSetDefault'}]","valid-jsdoc: ['error', {'requireReturn': 'OurSetDefault', 'requireReturnType': True, 'requireParamType': 'OurSetDefault', 'requireParamDescription': 'OurSetDefault', 'requireReturnDescription': 'OurSetDefault'}]",,"require-jsdoc: ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': False, 'ClassDeclaration': False, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}]
valid-jsdoc: ['error', {'requireReturn': True, 'requireReturnType': False, 'requireParamDescription': False, 'requireReturnDescription': False, 'requireParamType': False}]","{'require-jsdoc': ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': False, 'ClassDeclaration': False, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}], 'valid-jsdoc': ['error', {'requireReturn': True, 'requireReturnType': False, 'requireParamDescription': False, 'requireReturnDescription': False, 'requireParamType': False}]}",true,valid-jsdoc,require-jsdoc,,valid-jsdoc,require-jsdoc,,,"require-jsdoc
valid-jsdoc",valid-jsdoc
5.5.5.1 Default parameters,"Optional parameters are permitted using the equals operator in the parameter list. Optional parameters must include spaces on both sides of the equals operator, be named exactly like required parameters (i.e., not prefixed with `opt_` ), use the `=` suffix in their JSDoc type, come after required parameters, and not use initializers that produce observable side effects. All optional parameters for concrete functions must have default values, even if that value is `undefined` . In contrast to concrete functions, abstract and interface methods must omit default parameter values.
 Example:
 /**
  * @param {string} required This parameter is always needed.
  * @param {string=} optional This parameter can be omitted.
  * @param {!Node=} node Another optional parameter.
  */
 function maybeDoSomething(required, optional = '', node = undefined) {}
 
 /** @interface */
 class MyInterface {
  /**
  * Interface and abstract methods must omit default parameter values.
  * @param {string=} optional
  */
  someMethod(optional) {}
 }
 
 Use default parameters sparingly. Prefer destructuring (as in ?? ) to create readable APIs when there are more than a small handful of optional parameters that do not have a natural order.
 Note: Unlike Python's default parameters, it is okay to use initializers that return new mutable objects (such as `{}` or `[]` ) because the initializer is evaluated each time the default value is used, so a single object won't be shared across invocations.
 Tip: While arbitrary expressions including function calls may be used as initializers, these should be kept as simple as possible. Avoid initializers that expose shared mutable state, as that can easily introduce unintended coupling between function calls.",,,,"default-param-last: error
valid-jsdoc: ['error', {'requireParamType': True, 'requireReturnType': True, 'requireParamDescription': True, 'requireReturnDescription': True}]
prefer-destructuring: ['error', {'array': True, 'object': True, 'VariableDeclarator': {'array': True, 'object': True}, 'AssignmentExpression': {'array': True, 'object': True}, 'enforceForRenamedProperties': False}]","{'default-param-last': 'error', 'valid-jsdoc': ['error', {'requireParamType': True, 'requireReturnType': True, 'requireParamDescription': True, 'requireReturnDescription': True}], 'prefer-destructuring': ['error', {'array': True, 'object': True, 'VariableDeclarator': {'array': True, 'object': True}, 'AssignmentExpression': {'array': True, 'object': True}, 'enforceForRenamedProperties': False}]}",true,,"default-param-last
valid-jsdoc
prefer-destructuring",,,"default-param-last
valid-jsdoc
prefer-destructuring",,,"default-param-last
valid-jsdoc
prefer-destructuring",
5.5.5.2 Rest parameters,"Use a rest parameter instead of accessing `arguments` . Rest parameters are typed with a `...` prefix in their JSDoc. The rest parameter must be the last parameter in the list. There is no space between the `...` and the parameter name. Do not name the rest parameter `var_args` . Never name a local variable or parameter `arguments` , which confusingly shadows the built-in name.
 Example:
 /**
  * @param {!Array<string>} array This is an ordinary parameter.
  * @param {...number} numbers The remainder of arguments are all numbers.
  */
 function variadic(array, ...numbers) {}",prefer-rest-params: error,prefer-rest-params: error,,"prefer-rest-params: no option
no-unused-vars: [{'args': 'after-used', 'argsIgnorePattern': '^_', 'vars': 'all', 'varsIgnorePattern': '^_', 'ignoreRestSiblings': True}]
no-param-reassign: [{'props': True, 'ignorePropertyModificationsFor': ['acc', 'e', 'ctx', 'req', 'request', 'res', 'response', '$scope']}]
no-shadow: [{'builtinGlobals': False, 'hoist': 'functions', 'allow': ['resolve', 'reject', 'done', 'cb']}]
default-param-last: no option","{'prefer-rest-params': 'no option', 'no-unused-vars': [{'args': 'after-used', 'argsIgnorePattern': '^_', 'vars': 'all', 'varsIgnorePattern': '^_', 'ignoreRestSiblings': True}], 'no-param-reassign': [{'props': True, 'ignorePropertyModificationsFor': ['acc', 'e', 'ctx', 'req', 'request', 'res', 'response', '$scope']}], 'no-shadow': [{'builtinGlobals': False, 'hoist': 'functions', 'allow': ['resolve', 'reject', 'done', 'cb']}], 'default-param-last': 'no option'}",true,prefer-rest-params,"no-unused-vars
no-param-reassign
no-shadow
default-param-last",,,"prefer-rest-params
no-unused-vars
no-param-reassign
no-shadow
default-param-last",prefer-rest-params,,"prefer-rest-params
no-unused-vars
no-param-reassign
no-shadow
default-param-last",prefer-rest-params
5.5.6 Generics,Declare generic functions and methods when necessary with `@templateTYPE` in the JSDoc above the function or method definition.,,,,"require-jsdoc: [{'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': False, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}]","{'require-jsdoc': [{'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': False, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}]}",true,,require-jsdoc,,,require-jsdoc,,,require-jsdoc,
5.5.7 Spread operator,"Function calls may use the spread operator ( `...` ). Prefer the spread operator to `Function.prototype.apply` when an array or iterable is unpacked into multiple parameters of a variadic function. There is no space after the `...` .
 Example:
 function myFunction(...elements) {}
 myFunction(...array, ...iterable, ...generator());","rest-spread-spacing: ['error', 'never']","rest-spread-spacing: ['error', 'never']",,"prefer-spread: error
prefer-object-spread: error
no-useless-call: error
rest-spread-spacing: ['error', 'never']
func-call-spacing: ['error', 'never']
space-before-function-paren: ['error', {'anonymous': 'never', 'named': 'never', 'asyncArrow': 'never'}]","{'prefer-spread': 'error', 'prefer-object-spread': 'error', 'no-useless-call': 'error', 'rest-spread-spacing': ['error', 'never'], 'func-call-spacing': ['error', 'never'], 'space-before-function-paren': ['error', {'anonymous': 'never', 'named': 'never', 'asyncArrow': 'never'}]}",true,rest-spread-spacing,"prefer-spread
prefer-object-spread
no-useless-call
func-call-spacing
space-before-function-paren",,rest-spread-spacing,"prefer-spread
prefer-object-spread
no-useless-call
func-call-spacing
space-before-function-paren",,rest-spread-spacing,"prefer-spread
prefer-object-spread
no-useless-call
func-call-spacing
space-before-function-paren",
5.6.1 Use single quotes,"Ordinary string literals are delimited with single quotes ( `'` ), rather than double quotes ( `""` ).
 Tip: if a string contains a single quote character, consider using a template string to avoid having to escape the quote.
 Ordinary string literals may not span multiple lines.","quotes: ['error', 'single', {'avoidEscape': 'OurSetDefault', 'allowTemplateLiterals': True}]
no-multi-str: error","quotes: ['error', 'single', {'avoidEscape': 'OurSetDefault', 'allowTemplateLiterals': True}]
no-multi-str: error",,"quotes: ['single', {'avoidEscape': True, 'allowTemplateLiterals': True}]
no-multi-str: error","{'quotes': ['single', {'avoidEscape': True, 'allowTemplateLiterals': True}], 'no-multi-str': 'error'}",true,"quotes
no-multi-str",,,"quotes
no-multi-str",,,"quotes
no-multi-str",,
5.6.2 Template literals,"Use template literals (delimited with ``` ) over complex string concatenation, particularly if multiple string literals are involved. Template literals may span multiple lines.
 If a template literal spans multiple lines, it does not need to follow the indentation of the enclosing block, though it may if the added whitespace does not matter.
 Example:
 function arithmetic(a, b) {
  return `Here is a table of arithmetic operations:
 ${a} + ${b} = ${a + b}
 ${a} - ${b} = ${a - b}
 ${a} * ${b} = ${a * b}
 ${a} / ${b} = ${a / b}`;
 }","prefer-template: error
indent: ['error', 2, {'ignoredNodes': ['TemplateLiteral']}]","prefer-template: error
indent: ['error', 2, {'ignoredNodes': ['TemplateLiteral']}]",,"no-template-curly-in-string: error
prefer-template: error
no-useless-concat: error
template-curly-spacing: ['error', 'never']
template-tag-spacing: ['error', 'never']","{'no-template-curly-in-string': 'error', 'prefer-template': 'error', 'no-useless-concat': 'error', 'template-curly-spacing': ['error', 'never'], 'template-tag-spacing': ['error', 'never']}",true,prefer-template,"no-template-curly-in-string
no-useless-concat
template-curly-spacing
template-tag-spacing",indent,prefer-template,"no-template-curly-in-string
no-useless-concat
template-curly-spacing
template-tag-spacing",indent,prefer-template,"no-template-curly-in-string
no-useless-concat
template-curly-spacing
template-tag-spacing",indent
5.6.3 No line continuations,"Do not use line continuations (that is, ending a line inside a string literal with a backslash) in either ordinary or template string literals. Even though ES5 allows this, it can lead to tricky errors if any trailing whitespace comes after the slash, and is less obvious to readers.
 Disallowed:
 const longString = 'This is a very long string that far exceeds the 80 \
  column limit. It unfortunately contains long stretches of spaces due \
  to how the continued lines are indented.';
 
 Instead, write
 const longString = 'This is a very long string that far exceeds the 80 ' +
  'column limit. It does not contain long stretches of spaces since ' +
  'the concatenated strings are cleaner.';",no-multi-str: error,no-multi-str: error,,"no-multi-str: error
no-trailing-spaces: ['error', {'skipBlankLines': False, 'ignoreComments': False}]
no-unexpected-multiline: error","{'no-multi-str': 'error', 'no-trailing-spaces': ['error', {'skipBlankLines': False, 'ignoreComments': False}], 'no-unexpected-multiline': 'error'}",true,no-multi-str,"no-trailing-spaces
no-unexpected-multiline",,no-multi-str,"no-trailing-spaces
no-unexpected-multiline",,no-multi-str,"no-trailing-spaces
no-unexpected-multiline",
5.7 Number literals,"Numbers may be specified in decimal, hex, octal, or binary. Use exactly `0x` , `0o` , and `0b` prefixes, with lowercase letters, for hex, octal, and binary, respectively. Never include a leading zero unless it is immediately followed by `x` , `o` , or `b` .",,,,"prefer-numeric-literals: no option
no-octal: no option
radix: ['always']
no-floating-decimal: no option
no-nonoctal-decimal-escape: no option
no-octal-escape: no option
no-loss-of-precision: no option","{'prefer-numeric-literals': 'no option', 'no-octal': 'no option', 'radix': ['always'], 'no-floating-decimal': 'no option', 'no-nonoctal-decimal-escape': 'no option', 'no-octal-escape': 'no option', 'no-loss-of-precision': 'no option'}",true,,"prefer-numeric-literals
no-octal
radix
no-floating-decimal
no-nonoctal-decimal-escape
no-octal-escape
no-loss-of-precision",,,"prefer-numeric-literals
no-octal
radix
no-floating-decimal
no-nonoctal-decimal-escape
no-octal-escape
no-loss-of-precision",,,"prefer-numeric-literals
no-octal
radix
no-floating-decimal
no-nonoctal-decimal-escape
no-octal-escape
no-loss-of-precision",
