rule_name,description,benchmark,gpt_answer,gpt_configuration,valid_config,module_tp,module_fp,module_fn,option_name_tp,option_name_fp,option_name_fn,option_value_tp,option_value_fp,option_value_fn
4.7 Grouping parentheses: recommended,"Optional grouping parentheses are omitted only when author and reviewer agree that there is no reasonable chance the code will be misinterpreted without them, nor would they have made the code easier to read. It is not reasonable to assume that every reader has the entire Java operator precedence table memorized.

",,Yes,<module name='UnnecessaryParentheses'>,,,,,,,,,,
4.8.1 Enum classes,"After each comma that follows an enum constant, a line break is optional. Additional blank lines (usually just one) are also allowed. This is one possibility:
private enum Answer {
  YES {
    @Override public String toString() {
      return ""yes"";
    }
  },

  NO,
  MAYBE
}

An enum class with no methods and no documentation on its constants may optionally be formatted as if it were an array initializer (see Section 4.8.3.1 on array initializers ).
private enum Suit { CLUBS, HEARTS, SPADES, DIAMONDS }

Since enum classes are classes , all other rules for formatting classes apply.",,Yes,"<module name='NoEnumTrailingComma'/>\n
<module name='UnnecessarySemicolonInEnumeration'/>",,,,,,,,,,
4.8.4 Switch statements,"Terminology Note: Inside the braces of a switch block are one or more statement groups . Each statement group consists of one or more switch labels (either `caseFOO:` or `default:` ), followed by one or more statements (or, for the last statement group, zero or more statements).

",,Yes,"<module name='AvoidNestedBlocks'>
        <property name='allowInSwitchCase' value='true'/>
    </module>
    
<module name='MissingSwitchDefault'/>
    
<module name='NoWhitespaceBeforeCaseDefaultColon'/>
    
<module name='EmptyBlock'>
        <property name='option' value='text'/>
        <property name='tokens' value='LITERAL_CASE, LITERAL_DEFAULT'/>
    </module>",,,,,,,,,,
4.8.6 Comments,"This section addresses implementation comments . Javadoc is addressed separately in Section 7, Javadoc .
Any line break may be preceded by arbitrary whitespace followed by an implementation comment. Such a comment renders the line non-blank.",,Yes,"<module name='JavadocParagraph'>\n    <property name='allowNewlineParagraph' value='true'/>\n    <property name='violateExecutionOnNonTightHtml' value='true'/>\n</module>\n
<module name='JavadocMissingWhitespaceAfterAsterisk'>\n    <property name='violateExecutionOnNonTightHtml' value='true'/>\n</module>\n
<module name='SingleSpaceSeparator'>\n    <property name='validateComments' value='true'/>\n</module>\n
<module name='RequireEmptyLineBeforeBlockTagGroup'>\n    <property name='violateExecutionOnNonTightHtml' value='true'/>\n</module>\n
<module name='SingleLineJavadoc'>\n    <property name='ignoreInlineTags' value='true'/>\n    <property name='ignoredTags' value=''/>\n    <property name='violateExecutionOnNonTightHtml' value='true'/>\n</module>\n
<module name='JavadocMissingLeadingAsterisk'>\n    <property name='violateExecutionOnNonTightHtml' value='true'/>\n</module>\n
<module name='JavadocTagContinuationIndentation'>\n    <property name='offset' value='4'/>\n    <property name='violateExecutionOnNonTightHtml' value='true'/>\n</module>\n
<module name='JavadocContentLocation'>\n    <property name='location' value='first_line'/>\n</module>\n
<module name='TrailingComment'>\n    <property name='format' value=''/>\n    <property name='legalComment' value=''/>\n</module>\n
<module name='InvalidJavadocPosition'/>",,,,,,,,,,
4.8.6.1 Block comment style,"lock comments are indented at the same level as the surrounding code. They may be in /* ... */ style or // ... style. For multi-line /* ... */ comments, subsequent lines must start with * aligned with the * on the previous line.

/*
 * This is          // And so           /* Or you can
 * okay.            // is this.          * even do this. */
 */
Comments are not enclosed in boxes drawn with asterisks or other characters.

Tip: When writing multi-line comments, use the /* ... */ style if you want automatic code formatters to re-wrap the lines when necessary (paragraph-style). Most formatters don't re-wrap lines in // ... style comment blocks.","{'modulename': 'CommentsIndentation', 'tokens': 'SINGLE_LINE_COMMENT, BLOCK_COMMENT_BEGIN'}",Yes,"{'modulename': 'CommentsIndentation', 'tokens': 'SINGLE_LINE_COMMENT, BLOCK_COMMENT_BEGIN'}
{'modulename': 'TrailingComment', 'format': '^\\\\s*$', 'legalComment': ''}",true,CommentsIndentation,TrailingComment,,CommentsIndentation,TrailingComment,,CommentsIndentation,TrailingComment,
4.8.7 Modifiers,"Class and member modifiers, when present, appear in the order recommended by the Java Language Specification:
public protected private abstract default static final transient volatile synchronized native strictfp

",{'modulename': 'ModifierOrder'},Yes,"{'modulename': 'ModifierOrder', 'id': 'ModifierOrder'}
{'modulename': 'VisibilityModifier', 'id': 'VisibilityModifier', 'allowPublicFinalFields': 'true', 'allowPublicImmutableFields': 'true', 'protectedAllowed': 'true', 'packageAllowed': 'true'}
{'modulename': 'RedundantModifier', 'id': 'RedundantModifier'}",true,ModifierOrder,"VisibilityModifier
RedundantModifier",,ModifierOrder,"VisibilityModifier
RedundantModifier",,ModifierOrder,"VisibilityModifier
RedundantModifier",
4.8.8 Numeric Literals,"`long` -valued integer literals use an uppercase `L` suffix, never lowercase (to avoid confusion with the digit `1` ). For example, `3000000000L` rather than `3000000000l` .",{'modulename': 'UpperEll'},Yes,{'modulename': 'UpperEll'},true,UpperEll,,,UpperEll,,,UpperEll,,
5.1 Rules common to all identifiers,"Identifiers use only ASCII letters and digits, and, in a small number of cases noted below, underscores. Thus each valid identifier name is matched by the regular expression `\w+` .
In Google Style, special prefixes or suffixes are not used. For example, these names are not Google Style: `name_` , `mName` , `s_name` and `kName` .

","{'modulename': 'IllegalIdentifierName', 'format': '^(?!name_|mName|s_name|kName).*$'}",Yes,"{'modulename': 'AbbreviationAsWordInName', 'allowedAbbreviationLength': '0', 'ignoreFinal': 'false', 'ignoreOverriddenMethods': 'false', 'ignoreStatic': 'false', 'ignoreStaticFinal': 'false'}
{'modulename': 'IllegalIdentifierName', 'format': '\\\\w+'}
{'modulename': 'LambdaParameterName', 'format': '\\\\w+'}
{'modulename': 'CatchParameterName', 'format': '\\\\w+'}
{'modulename': 'ConstantName', 'format': '\\\\w+'}
{'modulename': 'MemberName', 'format': '\\\\w+'}
{'modulename': 'LocalVariableName', 'format': '\\\\w+'}
{'modulename': 'TypeName', 'format': '\\\\w+'}
{'modulename': 'StaticVariableName', 'format': '\\\\w+'}
{'modulename': 'MethodName', 'format': '\\\\w+'}",true,IllegalIdentifierName,"AbbreviationAsWordInName
LambdaParameterName
CatchParameterName
ConstantName
MemberName
LocalVariableName
TypeName
StaticVariableName
MethodName",,IllegalIdentifierName,"AbbreviationAsWordInName
LambdaParameterName
CatchParameterName
ConstantName
MemberName
LocalVariableName
TypeName
StaticVariableName
MethodName",,,"AbbreviationAsWordInName
IllegalIdentifierName
LambdaParameterName
CatchParameterName
ConstantName
MemberName
LocalVariableName
TypeName
StaticVariableName
MethodName",IllegalIdentifierName
5.2.1 Package names,"Package names use only lowercase letters and digits (no underscores). Consecutive words are simply concatenated together. For example, `com.example.deepspace` , not `com.example.deepSpace` or `com.example.deep_space` .

","{'modulename': 'PackageName', 'format': '^[a-z]+(\\.[a-z][a-z0-9]*)*$'}",Yes,"{'modulename': 'PackageName', 'format': '^[a-z]+(\\\\.[a-z][a-z0-9]*)*$'}",true,PackageName,,,PackageName,,,,PackageName,PackageName
5.2.2 Class names,"Class names are written in UpperCamelCase .
Class names are typically nouns or noun phrases. For example, `Character` or `ImmutableList` . Interface names may also be nouns or noun phrases (for example, `List` ), but may sometimes be adjectives or adjective phrases instead (for example, `Readable` ).
There are no specific rules or even well-established conventions for naming annotation types.
A test class has a name that ends with `Test` , for example, `HashIntegrationTest` . If it covers a single class, its name is the name of that class plus `Test` , for example `HashImplTest` .

","{'modulename': 'TypeName', 'format': '^[A-Z][a-zA-Z0-9]*$'}",Yes,{'modulename': 'Checker'},true,,Checker,TypeName,,Checker,TypeName,,Checker,TypeName
5.2.3 Method names,"Method names are written in lowerCamelCase .
Method names are typically verbs or verb phrases. For example, `sendMessage` or `stop` .
Underscores may appear in JUnit test method names to separate logical components of the name, with each component written in lowerCamelCase , for example `transferMoney_deductsFromSource` . There is no One Correct Way to name test methods.

","{'modulename': 'MethodName', 'format': '^[a-z][a-zA-Z0-9]*$'}",Yes,"{'modulename': 'AbbreviationAsWordInName', 'allowedAbbreviationLength': '0', 'ignoreFinal': 'true', 'ignoreStatic': 'true', 'ignoreStaticFinal': 'true', 'ignoreOverriddenMethods': 'true'}
{'modulename': 'MethodName', 'format': '^[a-z][a-zA-Z0-9]*(_[a-z][a-zA-Z0-9]*)*$', 'applyToPublic': 'true', 'applyToProtected': 'true', 'applyToPackage': 'true', 'applyToPrivate': 'true'}",true,MethodName,AbbreviationAsWordInName,,MethodName,AbbreviationAsWordInName,,,"AbbreviationAsWordInName
MethodName",MethodName
5.2.4 Constant names,"Constant names use `UPPER_SNAKE_CASE` : all uppercase letters, with each word separated from the next by a single underscore. But what is a constant, exactly?
Constants are static final fields whose contents are deeply immutable and whose methods have no detectable side effects. Examples include primitives, strings, immutable value classes, and anything set to `null` . If any of the instance's observable state can change, it is not a constant. Merely intending to never mutate the object is not enough. Examples:
// Constants
static final int NUMBER = 5;
static final ImmutableList<String> NAMES = ImmutableList.of(""Ed"", ""Ann"");
static final Map<String, Integer> AGES = ImmutableMap.of(""Ed"", 35, ""Ann"", 32);
static final Joiner COMMA_JOINER = Joiner.on(','); // because Joiner is immutable
static final SomeMutableType[] EMPTY_ARRAY = {};

// Not constants
static String nonFinal = ""non-final"";
final String nonStatic = ""non-static"";
static final Set<String> mutableCollection = new HashSet<String>();
static final ImmutableSet<SomeMutableType> mutableElements = ImmutableSet.of(mutable);
static final ImmutableMap<String, SomeMutableType> mutableValues =
    ImmutableMap.of(""Ed"", mutableInstance, ""Ann"", mutableInstance2);
static final Logger logger = Logger.getLogger(MyClass.getName());
static final String[] nonEmptyArray = {""these"", ""can"", ""change""};

These names are typically nouns or noun phrases.","{'modulename': 'ConstantName', 'format': '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'}",Yes,"{'modulename': 'ConstantName', 'format': '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$', 'applyToPackage': 'true', 'applyToPrivate': 'true', 'applyToProtected': 'true', 'applyToPublic': 'true'}",true,ConstantName,,,ConstantName,,,ConstantName,,
5.2.5 Non-constant field names,"Non-constant field names (static or otherwise) are written in lowerCamelCase .
These names are typically nouns or noun phrases. For example, `computedValues` or `index` .

","{'modulename': 'MemberName', 'format': '^[a-z][a-zA-Z0-9]*$'}",Yes,"{'modulename': 'StaticVariableName', 'format': '^[a-z][a-zA-Z0-9]*$', 'applyToPackage': 'true', 'applyToPrivate': 'true', 'applyToProtected': 'true', 'applyToPublic': 'true'}",true,,StaticVariableName,MemberName,,StaticVariableName,MemberName,,StaticVariableName,MemberName
5.2.6 Parameter names,"Parameter names are written in lowerCamelCase .
One-character parameter names in public methods should be avoided.

","{'modulename': 'ParameterName', 'format': '^[a-z][a-zA-Z0-9]*$'}",Yes,"{'modulename': 'ParameterName', 'format': '^[a-z][a-zA-Z0-9]*$', 'accessModifiers': 'public, protected, package, private', 'ignoreOverridden': 'true'}
{'modulename': 'CatchParameterName', 'format': '^[a-z][a-zA-Z0-9]*$'}
{'modulename': 'ParameterAssignment'}
{'modulename': 'HiddenField', 'ignoreAbstractMethods': 'true', 'ignoreConstructorParameter': 'true', 'ignoreSetter': 'true'}",true,ParameterName,"CatchParameterName
ParameterAssignment
HiddenField",,ParameterName,"CatchParameterName
ParameterAssignment
HiddenField",,ParameterName,"CatchParameterName
ParameterAssignment
HiddenField",
5.2.7 Local variable names,"Local variable names are written in lowerCamelCase .
Even when final and immutable, local variables are not considered to be constants, and should not be styled as constants.

","{'modulename': 'LocalVariableName', 'format': '^[a-z][a-zA-Z0-9]*$'}",Yes,"{'modulename': 'LocalVariableName', 'format': '^[a-z][a-zA-Z0-9]*$', 'allowOneCharVarInForLoop': 'true'}
{'modulename': 'UnusedLocalVariable'}
{'modulename': 'AbbreviationAsWordInName', 'allowedAbbreviationLength': '0', 'ignoreFinal': 'false', 'ignoreStatic': 'false', 'ignoreStaticFinal': 'false'}",true,LocalVariableName,"UnusedLocalVariable
AbbreviationAsWordInName",,LocalVariableName,"UnusedLocalVariable
AbbreviationAsWordInName",,LocalVariableName,"UnusedLocalVariable
AbbreviationAsWordInName",
5.2.8 Type variable names,"Each type variable is named in one of two styles:
A single capital letter, optionally followed by a single numeral (such as `E` , `T` , `X` , `T2` ) 
A name in the form used for classes (see Section 5.2.2, Class names ), followed by the capital letter `T` (examples: `RequestT` , `FooBarT` ).","{'modulename': 'ClassTypeParameterName', 'format': '(^[A-Z][0-9]?$)|([A-Z][a-zA-Z0-9]*[T]$)'}
{'modulename': 'RecordTypeParameterName', 'format': '(^[A-Z][0-9]?$)|([A-Z][a-zA-Z0-9]*[T]$)'}
{'modulename': 'MethodTypeParameterName', 'format': '(^[A-Z][0-9]?$)|([A-Z][a-zA-Z0-9]*[T]$)'}
{'modulename': 'InterfaceTypeParameterName', 'format': '(^[A-Z][0-9]?$)|([A-Z][a-zA-Z0-9]*[T]$)'}",Yes,"{'modulename': 'ClassTypeParameterName', 'format': '^[A-Z]([0-9]?)$|^[A-Z][a-zA-Z0-9]*T$'}
{'modulename': 'MethodTypeParameterName', 'format': '^[A-Z]([0-9]?)$|^[A-Z][a-zA-Z0-9]*T$'}
{'modulename': 'RecordTypeParameterName', 'format': '^[A-Z]([0-9]?)$|^[A-Z][a-zA-Z0-9]*T$'}",true,"ClassTypeParameterName
MethodTypeParameterName
RecordTypeParameterName",,InterfaceTypeParameterName,"ClassTypeParameterName
MethodTypeParameterName
RecordTypeParameterName",,InterfaceTypeParameterName,,"ClassTypeParameterName
MethodTypeParameterName
RecordTypeParameterName","ClassTypeParameterName
RecordTypeParameterName
MethodTypeParameterName
InterfaceTypeParameterName"
5.3 Camel case: defined,"Sometimes there is more than one reasonable way to convert an English phrase into camel case, such as when acronyms or unusual constructs like ""IPv6"" or ""iOS"" are present. To improve predictability, Google Style specifies the following (nearly) deterministic scheme.
Beginning with the prose form of the name:
Convert the phrase to plain ASCII and remove any apostrophes. For example, ""Müller's algorithm"" might become ""Muellers algorithm"". 
Divide this result into words, splitting on spaces and any remaining punctuation (typically hyphens). 
Recommended: if any word already has a conventional camel-case appearance in common usage, split this into its constituent parts (e.g., ""AdWords"" becomes ""ad?words""). Note that a word such as ""iOS"" is not really in camel case per se ; it defies any convention, so this recommendation does not apply. 
Now lowercase everything (including acronyms), then uppercase only the first character of: 
... each word, to yield upper camel case , or 
... each word except the first, to yield lower camel case 
Finally, join all the words into a single identifier.
Note that the casing of the original words is almost entirely disregarded. Examples:
Prose form 
Correct 
Incorrect 
""XML HTTP request"" 
`XmlHttpRequest` 
`XMLHTTPRequest` 
""new customer ID"" 
`newCustomerId` 
`newCustomerID` 
""inner stopwatch"" 
`innerStopwatch` 
`innerStopWatch` 
""supports IPv6 on iOS?"" 
`supportsIpv6OnIos` 
`supportsIPv6OnIOS` 
""YouTube importer"" 
`YouTubeImporter` 
`YoutubeImporter` *
*Acceptable, but not recommended.
Note: Some words are ambiguously hyphenated in the English language: for example ""nonempty"" and ""non-empty"" are both correct, so the method names `checkNonempty` and `checkNonEmpty` are likewise both correct.","{'modulename': 'TypeName', 'format': '^[A-Z][a-zA-Z0-9]*$'}
{'modulename': 'TypeName', 'format': '^[a-z][a-zA-Z0-9]*$'}",Yes,"{'modulename': 'AbbreviationAsWordInName', 'allowedAbbreviationLength': '0', 'ignoreFinal': 'false', 'ignoreStatic': 'false', 'ignoreStaticFinal': 'false', 'ignoreOverriddenMethods': 'true'}
{'modulename': 'MethodName', 'format': '^[a-z][a-zA-Z0-9]*$', 'applyToPackage': 'true', 'applyToPrivate': 'true', 'applyToProtected': 'true', 'applyToPublic': 'true', 'allowClassName': 'false'}
{'modulename': 'MemberName', 'format': '^[a-z][a-zA-Z0-9]*$', 'applyToPackage': 'true', 'applyToPrivate': 'true', 'applyToProtected': 'true', 'applyToPublic': 'true'}",true,,"AbbreviationAsWordInName
MethodName
MemberName","TypeName
TypeName",,"AbbreviationAsWordInName
MethodName
MemberName","TypeName
TypeName",,"AbbreviationAsWordInName
MethodName
MemberName","TypeName
TypeName"
6.1 @Override: always used,"A method is marked with the @Override annotation whenever it is legal. This includes a class method overriding a superclass method, a class method implementing an interface method, and an interface method respecifying a superinterface method.
Exception: @Override may be omitted when the parent method is @Deprecated.
","{'modulename': 'MissingOverride', 'javaFiveCompatibility': 'OurSetDefault'}",Yes,"{'modulename': 'MissingOverride', 'javaFiveCompatibility': 'false'}",true,MissingOverride,,,MissingOverride,,,MissingOverride,,
6.2 Caught exceptions: not ignored,"Except as noted below, it is very rarely correct to do nothing in response to a caught exception. (Typical responses are to log it, or if it is considered ""impossible"", rethrow it as an `AssertionError` .)
When it truly is appropriate to take no action whatsoever in a catch block, the reason this is justified is explained in a comment.
try {
  int i = Integer.parseInt(response);
  return handleNumericResponse(i);
} catch (NumberFormatException ok) {
  // it's not numeric; that's fine, just continue
}
return handleTextResponse(response);

Exception: In tests, a caught exception may be ignored without comment if its name is or begins with `expected` . The following is a very common idiom for ensuring that the code under test does throw an exception of the expected type, so a comment is unnecessary here.
try {
  emptyStack.pop();
  fail();
} catch (NoSuchElementException expected) {
}

","{'modulename': 'EmptyCatchBlock', 'commentFormat': 'OurSetDefault'}",Yes,"{'modulename': 'EmptyCatchBlock', 'commentFormat': '^\\s*//.*$', 'exceptionVariableName': '^expected.*$'}",true,EmptyCatchBlock,,,EmptyCatchBlock,,,EmptyCatchBlock,,
6.3 Static members: qualified using class,"When a reference to a static class member must be qualified, it is qualified with that class's name, not with a reference or expression of that class's type.
Foo aFoo = ...;
Foo.aStaticMethod(); // good
aFoo.aStaticMethod(); // bad
somethingThatYieldsAFoo().aStaticMethod(); // very bad

",,Yes,"<module name='AvoidStaticImport'>\n</module>\n
<module name='RequireThis'>\n    <property name='checkFields' value='false'/>\n    <property name='checkMethods' value='false'/>\n    <property name='validateOnlyOverlapping' value='true'/>\n</module>",,,,,,,,,,
6.4 Finalizers: not used,"It is extremely rare to override `Object.finalize` .
Tip: Don't do it. If you absolutely must, first read and understand Effective Java
 
 Item 8 , ""Avoid finalizers and cleaners"" very carefully, and then don't do it.",{'modulename': 'NoFinalizer'},Yes,"{'modulename': 'NoFinalizer'}
{'modulename': 'SuperFinalize'}",true,NoFinalizer,SuperFinalize,,NoFinalizer,SuperFinalize,,NoFinalizer,SuperFinalize,
7.1.1 General form,"The basic formatting of Javadoc blocks is as seen in this example:
/**
 * Multiple lines of Javadoc text are written here,
 * wrapped normally...
 */
public int method(String p1) { ... }

... or in this single-line example:
/** An especially short bit of Javadoc. */

The basic form is always acceptable. The single-line form may be substituted when the entirety of the Javadoc block (including comment markers) can fit on a single line. Note that this only applies when there are no block tags such as `@return` .","{'modulename': 'SingleLineJavadoc'}
{'modulename': 'JavadocStyle'}",Yes,"{'modulename': 'SingleLineJavadoc', 'ignoreInlineTags': 'true', 'ignoredTags': '', 'violateExecutionOnNonTightHtml': 'false'}
{'modulename': 'JavadocParagraph', 'allowNewlineParagraph': 'false', 'violateExecutionOnNonTightHtml': 'false'}
{'modulename': 'JavadocContentLocation', 'location': 'second_line'}
{'modulename': 'RequireEmptyLineBeforeBlockTagGroup', 'violateExecutionOnNonTightHtml': 'false'}
{'modulename': 'InvalidJavadocPosition'}
{'modulename': 'JavadocBlockTagLocation', 'tags': '', 'violateExecutionOnNonTightHtml': 'false'}
{'modulename': 'JavadocMissingLeadingAsterisk', 'violateExecutionOnNonTightHtml': 'false'}
{'modulename': 'JavadocTagContinuationIndentation', 'offset': '4', 'violateExecutionOnNonTightHtml': 'false'}",true,SingleLineJavadoc,"JavadocParagraph
JavadocContentLocation
RequireEmptyLineBeforeBlockTagGroup
InvalidJavadocPosition
JavadocBlockTagLocation
JavadocMissingLeadingAsterisk
JavadocTagContinuationIndentation",JavadocStyle,SingleLineJavadoc,"JavadocParagraph
JavadocContentLocation
RequireEmptyLineBeforeBlockTagGroup
InvalidJavadocPosition
JavadocBlockTagLocation
JavadocMissingLeadingAsterisk
JavadocTagContinuationIndentation",JavadocStyle,SingleLineJavadoc,"JavadocParagraph
JavadocContentLocation
RequireEmptyLineBeforeBlockTagGroup
InvalidJavadocPosition
JavadocBlockTagLocation
JavadocMissingLeadingAsterisk
JavadocTagContinuationIndentation",JavadocStyle
7.1.2 Paragraphs,"One blank line—that is, a line containing only the aligned leading asterisk ( `*` )—appears between paragraphs, and before the group of block tags if present. Each paragraph except the first has `<p>` immediately before the first word, with no space after it. HTML tags for other block-level elements, such as `<ul>` or `<table>` , are not preceded with `<p>` .

","{'modulename': 'RequireEmptyLineBeforeBlockTagGroup', 'violateExecutionOnNonTightHtml': 'false'}
{'modulename': 'JavadocParagraph', 'allowNewlineParagraph': 'false'}",Yes,"{'modulename': 'JavadocParagraph', 'allowNewlineParagraph': 'false', 'violateExecutionOnNonTightHtml': 'true'}
{'modulename': 'RequireEmptyLineBeforeBlockTagGroup', 'violateExecutionOnNonTightHtml': 'true'}",true,"JavadocParagraph
RequireEmptyLineBeforeBlockTagGroup",,,"JavadocParagraph
RequireEmptyLineBeforeBlockTagGroup",,,JavadocParagraph,RequireEmptyLineBeforeBlockTagGroup,RequireEmptyLineBeforeBlockTagGroup
7.1.3 Block tags,"Any of the standard ""block tags"" that are used appear in the order `@param` , `@return` , `@throws` , `@deprecated` , and these four types never appear with an empty description. When a block tag doesn't fit on a single line, continuation lines are indented four (or more) spaces from the position of the `@` .

","{'modulename': 'AtclauseOrder', 'tagOrder': '@param, @return, @throws, @deprecated'}
{'modulename': 'NonEmptyAtclauseDescription', 'javadocTokens': 'PARAM_LITERAL, RETURN_LITERAL, THROWS_LITERAL, DEPRECATED_LITERAL'}
{'modulename': 'JavadocTagContinuationIndentation', 'offset': '4'}",Yes,"{'modulename': 'NonEmptyAtclauseDescription', 'violateExecutionOnNonTightHtml': 'true', 'javadocTokens': 'PARAM_RETURN_THROWS_DEPRECATED'}
{'modulename': 'SingleLineJavadoc', 'ignoreInlineTags': 'true', 'ignoredTags': '', 'violateExecutionOnNonTightHtml': 'true'}
{'modulename': 'RequireEmptyLineBeforeBlockTagGroup', 'violateExecutionOnNonTightHtml': 'true'}
{'modulename': 'JavadocBlockTagLocation', 'tags': 'PARAM_RETURN_THROWS_DEPRECATED', 'violateExecutionOnNonTightHtml': 'true'}
{'modulename': 'JavadocTagContinuationIndentation', 'offset': '4', 'violateExecutionOnNonTightHtml': 'true'}
{'modulename': 'AtclauseOrder', 'tagOrder': 'param,return,throws,deprecated', 'target': 'PARAM_RETURN_THROWS_DEPRECATED', 'violateExecutionOnNonTightHtml': 'true'}",true,"NonEmptyAtclauseDescription
JavadocTagContinuationIndentation
AtclauseOrder","SingleLineJavadoc
RequireEmptyLineBeforeBlockTagGroup
JavadocBlockTagLocation",,"NonEmptyAtclauseDescription
JavadocTagContinuationIndentation
AtclauseOrder","SingleLineJavadoc
RequireEmptyLineBeforeBlockTagGroup
JavadocBlockTagLocation",,JavadocTagContinuationIndentation,"NonEmptyAtclauseDescription
SingleLineJavadoc
RequireEmptyLineBeforeBlockTagGroup
JavadocBlockTagLocation
AtclauseOrder","AtclauseOrder
NonEmptyAtclauseDescription"
7.2 The summary fragment,"Each Javadoc block begins with a brief summary fragment . This fragment is very important: it is the only part of the text that appears in certain contexts such as class and method indexes.
This is a fragment—a noun phrase or verb phrase, not a complete sentence. It does not begin with `A{@codeFoo}isa...` , or `Thismethodreturns...` , nor does it form a complete imperative sentence like `Savetherecord.` . However, the fragment is capitalized and punctuated as if it were a complete sentence.
Tip: A common mistake is to write simple Javadoc in the form `/**@returnthecustomerID*/` . This is incorrect, and should be changed to `/**ReturnsthecustomerID.*/` .

","{'modulename': 'SummaryJavadoc', 'forbiddenSummaryFragments': 'OurSetDefault'}",Yes,"{'modulename': 'SummaryJavadoc', 'forbiddenSummaryFragments': 'A{@code Foo} is a|This method returns', 'period': 'true'}
{'modulename': 'JavadocStyle', 'checkFirstSentence': 'true', 'endOfSentenceFormat': '[.?!]'}",true,SummaryJavadoc,JavadocStyle,,SummaryJavadoc,JavadocStyle,,SummaryJavadoc,JavadocStyle,
7.3 Where Javadoc is used,"At the minimum , Javadoc is present for every `public` class, and every `public` or `protected` member of such a class, with a few exceptions noted below.
Additional Javadoc content may also be present, as explained in Section 7.3.4, Non-required Javadoc .","{'modulename': 'MissingJavadocType', 'scope': 'public', 'tokens': 'CLASS_DEF, INTERFACE_DEF, ENUM_DEF, RECORD_DEF, ANNOTATION_DEF'}
{'modulename': 'MissingJavadocMethod', 'scope': 'protected', 'tokens': 'METHOD_DEF, CTOR_DEF, ANNOTATION_FIELD_DEF, COMPACT_CTOR_DEF'}",Yes,"{'modulename': 'JavadocType', 'scope': 'public', 'excludeScope': 'private'}
{'modulename': 'JavadocMethod', 'scope': 'public', 'excludeScope': 'private'}
{'modulename': 'JavadocVariable', 'scope': 'public', 'excludeScope': 'private'}
{'modulename': 'InvalidJavadocPosition'}
{'modulename': 'MissingJavadocPackage'}
{'modulename': 'JavadocPackage'}
{'modulename': 'JavadocContentLocation', 'location': 'second_line'}
{'modulename': 'JavadocParagraph', 'allowNewlineParagraph': 'true'}
{'modulename': 'JavadocMissingWhitespaceAfterAsterisk'}",true,,"JavadocType
JavadocMethod
JavadocVariable
InvalidJavadocPosition
MissingJavadocPackage
JavadocPackage
JavadocContentLocation
JavadocParagraph
JavadocMissingWhitespaceAfterAsterisk","MissingJavadocType
MissingJavadocMethod",,"JavadocType
JavadocMethod
JavadocVariable
InvalidJavadocPosition
MissingJavadocPackage
JavadocPackage
JavadocContentLocation
JavadocParagraph
JavadocMissingWhitespaceAfterAsterisk","MissingJavadocType
MissingJavadocMethod",,"JavadocType
JavadocMethod
JavadocVariable
InvalidJavadocPosition
MissingJavadocPackage
JavadocPackage
JavadocContentLocation
JavadocParagraph
JavadocMissingWhitespaceAfterAsterisk","MissingJavadocType
MissingJavadocMethod"
7.3.1 Exception: self-explanatory members,"Javadoc is optional for ""simple, obvious"" members like `getFoo()` , in cases where there really and truly is nothing else worthwhile to say but ""Returns the foo"".
Important: it is not appropriate to cite this exception to justify omitting relevant information that a typical reader might need to know. For example, for a method named `getCanonicalName` , don't omit its documentation (with the rationale that it would say only `/**Returnsthecanonicalname.*/` ) if a typical reader may have no idea what the term ""canonical name"" means!

",,Yes,"<module name='JavadocStyle'>\n    <property name='checkEmptyJavadoc' value='true'/>\n    <property name='checkFirstSentence' value='true'/>\n    <property name='checkHtml' value='true'/>\n    <property name='endOfSentenceFormat' value='[.?!]' />\n    <property name='excludeScope' value='private' />\n    <property name='scope' value='public' />\n</module>\n
<module name='InvalidJavadocPosition'/>\n
<module name='JavadocMissingWhitespaceAfterAsterisk'>\n    <property name='violateExecutionOnNonTightHtml' value='true'/>\n</module>",,,,,,,,,,
7.3.2 Exception: overrides,"Javadoc is not always present on a method that overrides a supertype method.

","{'modulename': 'MissingJavadocMethod', 'allowedAnnotations': 'Override'}",Yes,"{'modulename': 'DesignForExtension', 'ignoredAnnotations': 'Override'}
{'modulename': 'JavadocMethod', 'allowedAnnotations': 'Override'}",true,,"DesignForExtension
JavadocMethod",MissingJavadocMethod,,"DesignForExtension
JavadocMethod",MissingJavadocMethod,,"DesignForExtension
JavadocMethod",MissingJavadocMethod
